TIMESTAMP,ATL_OPEN_PRICE_USD,ATL_HIGH_PRICE_USD,ATL_LOW_PRICE_USD,ATL_CLOSE_PRICE_USD,ATL_VOLUME_USD,ATL_DIVIDENDS_USD,ATL_STOCK_SPLITS_USD
2017-11-01 00:00:00+00:00,0.4159510135650635,0.4159510135650635,0.21506400406360626,0.3944360017776489,323580,0.0,0.0
2017-11-02 00:00:00+00:00,0.39494699239730835,0.4153740108013153,0.264039009809494,0.2698870003223419,79204,0.0,0.0
2017-11-03 00:00:00+00:00,0.2699759900569916,0.29547300934791565,0.20555700361728668,0.275858998298645,37214,0.0,0.0
2017-11-04 00:00:00+00:00,0.2754549980163574,0.2976889908313751,0.19457699358463287,0.2873010039329529,16601,0.0,0.0
2017-11-05 00:00:00+00:00,0.28728601336479187,0.29034098982810974,0.1840440034866333,0.18619200587272644,23039,0.0,0.0
2017-11-06 00:00:00+00:00,0.18460999429225922,0.20908799767494202,0.1368429958820343,0.1708260029554367,15635,0.0,0.0
2017-11-07 00:00:00+00:00,0.17081600427627563,0.19270700216293335,0.13147799670696259,0.17673900723457336,12156,0.0,0.0
2017-11-08 00:00:00+00:00,0.17831100523471832,0.22053399682044983,0.1335649937391281,0.214369997382164,21675,0.0,0.0
2017-11-09 00:00:00+00:00,0.21353499591350555,0.21353499591350555,0.14272400736808777,0.192112997174263,16745,0.0,0.0
2017-11-10 00:00:00+00:00,0.19249500334262848,0.24633300304412842,0.14968200027942657,0.18558600544929504,17208,0.0,0.0
2017-11-11 00:00:00+00:00,0.18506699800491333,0.2131340056657791,0.16107699275016785,0.20182499289512634,7383,0.0,0.0
2017-11-12 00:00:00+00:00,0.20192000269889832,0.21865400671958923,0.1142750009894371,0.16357100009918213,37149,0.0,0.0
2017-11-13 00:00:00+00:00,0.1615069955587387,0.20549699664115906,0.15780599415302277,0.1675959974527359,22147,0.0,0.0
2017-11-14 00:00:00+00:00,0.16784800589084625,0.20596599578857422,0.16560499370098114,0.18596599996089935,7426,0.0,0.0
2017-11-15 00:00:00+00:00,0.1860799938440323,0.2026119977235794,0.15076899528503418,0.17497000098228455,14637,0.0,0.0
2017-11-16 00:00:00+00:00,0.17558200657367706,0.1817539930343628,0.12575499713420868,0.1663929969072342,11848,0.0,0.0
2017-11-17 00:00:00+00:00,0.164792001247406,0.17264799773693085,0.14129699766635895,0.14129699766635895,8217,0.0,0.0
2017-11-18 00:00:00+00:00,0.14079399406909943,0.17836399376392365,0.13683700561523438,0.17729699611663818,8672,0.0,0.0
2017-11-19 00:00:00+00:00,0.17694200575351715,0.17694200575351715,0.1448889970779419,0.16806499660015106,3127,0.0,0.0
2017-11-20 00:00:00+00:00,0.16795000433921814,0.1819009929895401,0.13796299695968628,0.14883600175380707,7643,0.0,0.0
2017-11-21 00:00:00+00:00,0.1487479954957962,0.1620739996433258,0.12665200233459473,0.14201399683952332,7320,0.0,0.0
2017-11-22 00:00:00+00:00,0.14227600395679474,0.178615003824234,0.14015500247478485,0.178615003824234,13349,0.0,0.0
2017-11-23 00:00:00+00:00,0.17874200642108917,0.1798419952392578,0.13733500242233276,0.15018300712108612,12488,0.0,0.0
2017-11-24 00:00:00+00:00,0.14984500408172607,0.16012699902057648,0.12600399553775787,0.1467670053243637,13335,0.0,0.0
2017-11-25 00:00:00+00:00,0.1465419977903366,0.21311500668525696,0.13286800682544708,0.1538510024547577,13063,0.0,0.0
2017-11-26 00:00:00+00:00,0.1538109928369522,0.16031000018119812,0.1352970004081726,0.1462710052728653,4958,0.0,0.0
2017-11-27 00:00:00+00:00,0.1462700068950653,0.17903399467468262,0.14395500719547272,0.14755399525165558,7443,0.0,0.0
2017-11-28 00:00:00+00:00,0.14778199791908264,0.1822039932012558,0.1412779986858368,0.14233699440956116,6568,0.0,0.0
2017-11-29 00:00:00+00:00,0.14229699969291687,0.17706799507141113,0.13436800241470337,0.1573610007762909,5108,0.0,0.0
