,MSE,MAE,RMSE,MAPE,R2
0,0.0009017985956309666,0.023645004008459498,0.030029954909429432,0.043343642592269534,0.37551867459107163
1,0.0003079815611679667,0.014500711233947935,0.017549003310338165,0.027273699144043068,0.8775935810500344
2,0.0005878237670647666,0.020893524409103695,0.024244321899014033,0.0297544012911167,0.7827585570305775
3,0.0009318827945191,0.02262933388594057,0.0305259964299319,0.03218904359876686,0.628410195831288
4,0.0010570151819886,0.025554341654361396,0.032510849936808334,0.028405367943344303,0.8374166772369668
5,0.0010472770002715333,0.025461717718510763,0.03236131587657677,0.0271014484827294,0.6914640129940515
6,0.0007305093092754666,0.0204716643901923,0.027027844141614566,0.026840724937743834,0.6091273787928883
7,0.00036217612409999994,0.014330868322085766,0.019030693164505598,0.0230692890306675,0.8819198782999345
8,0.0008434992654698667,0.020233009060541537,0.0290429661148925,0.0321119915222396,0.486313636459359
9,0.0004885192621529333,0.0163751589484963,0.02210161711153873,0.025512124264489133,0.778089048064431
10,0.0003018087142651667,0.0139112599257763,0.017372296298735698,0.022023770682466397,0.8164875926010288
11,0.0004987550964181334,0.017716461459407168,0.0223325614663749,0.03674715662709177,0.8331585038292258
Mean,0.0006715872226937084,0.0196435879180686,0.02534411838831339,0.029531055009747342,0.7165214780650714
