TIMESTAMP,JPD_OPEN_PRICE_USD,JPD_HIGH_PRICE_USD,JPD_LOW_PRICE_USD,JPD_CLOSE_PRICE_USD,JPD_VOLUME_USD,JPD_DIVIDENDS_USD,JPD_STOCK_SPLITS_USD
2022-10-31 00:00:00+00:00,0.0008410000009462237,0.001108999946154654,0.000707999977748841,0.0007379999733529985,7571,0.0,0.0
2022-11-01 00:00:00+00:00,0.0007379999733529985,0.0007570000016130507,0.0007220000261440873,0.0007379999733529985,251,0.0,0.0
2022-11-02 00:00:00+00:00,0.0007379999733529985,0.0007670000195503235,0.0007280000136233866,0.0007570000016130507,434,0.0,0.0
2022-11-03 00:00:00+00:00,0.0007559999939985573,0.0008040000102482736,0.0007529999711550772,0.0007600000244565308,189,0.0,0.0
2022-11-04 00:00:00+00:00,0.0007570000016130507,0.000826000003144145,0.000699999975040555,0.0007050000131130219,1895,0.0,0.0
2022-11-05 00:00:00+00:00,0.0007070000283420086,0.0007750000222586095,0.0006929999799467623,0.0007740000146441162,145,0.0,0.0
2022-11-06 00:00:00+00:00,0.0007730000070296228,0.0007859999896027148,0.0007350000087171793,0.0007360000163316727,179,0.0,0.0
2022-11-07 00:00:00+00:00,0.0007350000087171793,0.0007570000016130507,0.0007149999728426337,0.0007409999961964786,102,0.0,0.0
2022-11-08 00:00:00+00:00,0.0007409999961964786,0.0008490000036545098,0.0006619999767281115,0.0007120000082068145,467,0.0,0.0
2022-11-09 00:00:00+00:00,0.0007120000082068145,0.0007200000109151006,0.0005230000242590904,0.000534999999217689,638,0.0,0.0
2022-11-10 00:00:00+00:00,0.0005329999839887023,0.0006099999882280827,0.0005290000117383897,0.000598000013269484,309,0.0,0.0
2022-11-11 00:00:00+00:00,0.0005970000056549907,0.0005990000208839774,0.0005530000198632479,0.0005670000100508332,105,0.0,0.0
2022-11-12 00:00:00+00:00,0.0005680000176653266,0.000678999989759177,0.0005210000090301037,0.0005280000041238964,276,0.0,0.0
2022-11-13 00:00:00+00:00,0.0005280000041238964,0.0005380000220611691,0.0004889999981969595,0.0004990000161342323,700,0.0,0.0
2022-11-14 00:00:00+00:00,0.0005019999807700515,0.0005619999719783664,0.0005009999731555581,0.0005430000019259751,1316,0.0,0.0
2022-11-15 00:00:00+00:00,0.0005450000171549618,0.0005549999768845737,0.0005370000144466758,0.0005380000220611691,149,0.0,0.0
2022-11-16 00:00:00+00:00,0.0005389999714680016,0.0005670000100508332,0.0005380000220611691,0.0005499999970197678,323,0.0,0.0
2022-11-17 00:00:00+00:00,0.0005499999970197678,0.0005540000274777412,0.0005339999916031957,0.0005489999894052744,105,0.0,0.0
2022-11-18 00:00:00+00:00,0.0005489999894052744,0.0006600000197067857,0.000547999981790781,0.0006539999740198255,1161,0.0,0.0
2022-11-19 00:00:00+00:00,0.0006539999740198255,0.0006840000278316438,0.0006140000186860561,0.0006569999968633056,3117,0.0,0.0
2022-11-20 00:00:00+00:00,0.0006569999968633056,0.000666000007186085,0.0006360000115819275,0.0006409999914467335,121,0.0,0.0
2022-11-21 00:00:00+00:00,0.0006409999914467335,0.0006419999990612268,0.0006070000235922635,0.0006169999833218753,24,0.0,0.0
2022-11-22 00:00:00+00:00,0.0006179999909363687,0.0006230000290088356,0.0005409999866969883,0.0005740000051446259,983,0.0,0.0
2022-11-23 00:00:00+00:00,0.0005719999899156392,0.0006360000115819275,0.0005619999719783664,0.0006319999811239541,116,0.0,0.0
2022-11-24 00:00:00+00:00,0.0006309999735094607,0.0006559999892488122,0.0006070000235922635,0.0006520000169984996,668,0.0,0.0
2022-11-25 00:00:00+00:00,0.0006520000169984996,0.0006730000022798777,0.0006399999838322401,0.0006709999870508909,245,0.0,0.0
2022-11-26 00:00:00+00:00,0.0006719999946653843,0.0007409999961964786,0.0006709999870508909,0.0007340000011026859,611,0.0,0.0
2022-11-27 00:00:00+00:00,0.0007340000011026859,0.0007459999760612845,0.0007210000185295939,0.0007210000185295939,170,0.0,0.0
2022-11-28 00:00:00+00:00,0.0007210000185295939,0.0007270000060088933,0.0006779999821446836,0.0006849999772384763,45,0.0,0.0
2022-11-29 00:00:00+00:00,0.0006849999772384763,0.0007130000158213079,0.0006769999745301902,0.0006960000027902424,86,0.0,0.0
