TIMESTAMP,TETU_OPEN_PRICE_USD,TETU_HIGH_PRICE_USD,TETU_LOW_PRICE_USD,TETU_CLOSE_PRICE_USD,TETU_VOLUME_USD,TETU_DIVIDENDS_USD,TETU_STOCK_SPLITS_USD
2021-10-07 00:00:00+00:00,0.007211000192910433,0.008070999756455421,0.007195999845862389,0.007697999943047762,47585,0.0,0.0
2021-10-08 00:00:00+00:00,0.007697000168263912,0.007981999777257442,0.007083000149577856,0.007786999922245741,44136,0.0,0.0
2021-10-09 00:00:00+00:00,0.007786999922245741,0.007805999834090471,0.006916999816894531,0.007263000123202801,32329,0.0,0.0
2021-10-10 00:00:00+00:00,0.0072639998979866505,0.007934000343084335,0.007203000131994486,0.007296999916434288,23636,0.0,0.0
2021-10-11 00:00:00+00:00,0.007298000156879425,0.007464999798685312,0.0070130000822246075,0.007158999796956778,20345,0.0,0.0
2021-10-12 00:00:00+00:00,0.007160000037401915,0.007209999952465296,0.006126000080257654,0.006881000008434057,38718,0.0,0.0
2021-10-13 00:00:00+00:00,0.006881999783217907,0.006982000079005957,0.005431999918073416,0.005944000091403723,40947,0.0,0.0
2021-10-14 00:00:00+00:00,0.005944000091403723,0.006041000131517649,0.005301999859511852,0.005621000193059444,33565,0.0,0.0
2021-10-15 00:00:00+00:00,0.005621000193059444,0.006804999895393848,0.005514000076800585,0.006012999918311834,42638,0.0,0.0
2021-10-16 00:00:00+00:00,0.006012999918311834,0.0060339998453855515,0.005619000177830458,0.005967999808490276,33712,0.0,0.0
2021-10-17 00:00:00+00:00,0.005967999808490276,0.006357999984174967,0.005758000072091818,0.005876999814063311,21396,0.0,0.0
2021-10-18 00:00:00+00:00,0.005876999814063311,0.006266999989748001,0.004801999777555466,0.005646999925374985,22296,0.0,0.0
2021-10-19 00:00:00+00:00,0.005646000150591135,0.005956999957561493,0.005623000208288431,0.005934000015258789,15024,0.0,0.0
2021-10-20 00:00:00+00:00,0.005934999790042639,0.005969000048935413,0.005584999918937683,0.005625999998301268,17055,0.0,0.0
2021-10-21 00:00:00+00:00,0.005628000013530254,0.006002999842166901,0.005590000189840794,0.005981000140309334,21185,0.0,0.0
