TIMESTAMP,IRISTOKEN_OPEN_PRICE_USD,IRISTOKEN_HIGH_PRICE_USD,IRISTOKEN_LOW_PRICE_USD,IRISTOKEN_CLOSE_PRICE_USD,IRISTOKEN_VOLUME_USD,IRISTOKEN_DIVIDENDS_USD,IRISTOKEN_STOCK_SPLITS_USD
2022-09-29 00:00:00+00:00,0.0007159999804571271,0.0009280000231228769,0.0007149999728426337,0.0008619999862276018,9754,0.0,0.0
2022-09-30 00:00:00+00:00,0.0008590000215917826,0.0011650000233203173,0.0008420000085607171,0.001117000007070601,11285,0.0,0.0
2022-10-01 00:00:00+00:00,0.0011159999994561076,0.0011249999515712261,0.0010000000474974513,0.0010629999451339245,3457,0.0,0.0
2022-10-02 00:00:00+00:00,0.0010629999451339245,0.0012600000482052565,0.0010479999473318458,0.0012329999590292573,4720,0.0,0.0
2022-10-03 00:00:00+00:00,0.001231999951414764,0.0012789999600499868,0.0011190000222995877,0.0011220000451430678,4314,0.0,0.0
2022-10-04 00:00:00+00:00,0.0011210000375285745,0.0012679999927058816,0.0010969999711960554,0.0011030000168830156,5051,0.0,0.0
2022-10-05 00:00:00+00:00,0.0011030000168830156,0.0011070000473409891,0.0010460000485181808,0.0010580000234767795,988,0.0,0.0
2022-10-06 00:00:00+00:00,0.0010560000082477927,0.0010809999657794833,0.0010260000126436353,0.0010489999549463391,575,0.0,0.0
2022-10-07 00:00:00+00:00,0.0010489999549463391,0.0010550000006332994,0.0009069999796338379,0.0009270000155083835,2543,0.0,0.0
2022-10-08 00:00:00+00:00,0.0009309999877586961,0.0009319999953731894,0.0008619999862276018,0.0008650000090710819,867,0.0,0.0
2022-10-09 00:00:00+00:00,0.0008650000090710819,0.0008769999840296805,0.0008539999835193157,0.0008609999786131084,556,0.0,0.0
2022-10-10 00:00:00+00:00,0.0008609999786131084,0.0008689999813213944,0.0008440000237897038,0.0008539999835193157,360,0.0,0.0
2022-10-11 00:00:00+00:00,0.0008539999835193157,0.0008769999840296805,0.0008379999781027436,0.0008520000264979899,615,0.0,0.0
2022-10-12 00:00:00+00:00,0.0008520000264979899,0.0008650000090710819,0.0008479999960400164,0.0008590000215917826,250,0.0,0.0
2022-10-13 00:00:00+00:00,0.0008590000215917826,0.0008679999737069011,0.0008099999977275729,0.0008609999786131084,221,0.0,0.0
2022-10-14 00:00:00+00:00,0.0008609999786131084,0.0008720000041648746,0.000830999983008951,0.0008360000210814178,460,0.0,0.0
2022-10-15 00:00:00+00:00,0.0008360000210814178,0.0008459999808110297,0.0008169999928213656,0.0008229999803006649,472,0.0,0.0
2022-10-16 00:00:00+00:00,0.0008229999803006649,0.0008549999911338091,0.0008229999803006649,0.0008360000210814178,577,0.0,0.0
2022-10-17 00:00:00+00:00,0.0008360000210814178,0.000838999985717237,0.0007769999792799354,0.0007970000151544809,1067,0.0,0.0
2022-10-18 00:00:00+00:00,0.0007970000151544809,0.0008019999950192869,0.0007789999945089221,0.0007989999721758068,275,0.0,0.0
2022-10-19 00:00:00+00:00,0.0007989999721758068,0.0008249999955296516,0.0007900000200606883,0.0008239999879151583,541,0.0,0.0
2022-10-20 00:00:00+00:00,0.0008239999879151583,0.0008399999933317304,0.0008040000102482736,0.0008069999748840928,394,0.0,0.0
2022-10-21 00:00:00+00:00,0.0008079999824985862,0.000818000000435859,0.0007970000151544809,0.0008060000254772604,190,0.0,0.0
2022-10-22 00:00:00+00:00,0.0008060000254772604,0.0008379999781027436,0.0007999999797903001,0.0008319999906234443,409,0.0,0.0
2022-10-23 00:00:00+00:00,0.0008319999906234443,0.0008559999987483025,0.0008280000183731318,0.0008500000112690032,106,0.0,0.0
2022-10-24 00:00:00+00:00,0.0008510000188834965,0.0008609999786131084,0.000838999985717237,0.0008609999786131084,63,0.0,0.0
2022-10-25 00:00:00+00:00,0.0008609999786131084,0.0009200000204145908,0.0008440000237897038,0.0009120000177063048,457,0.0,0.0
2022-10-26 00:00:00+00:00,0.0009120000177063048,0.0009420000133104622,0.0009089999948628247,0.0009369999752379954,102,0.0,0.0
