,MSE,RMSE,MAE,MAPE,R2
0,14673302.751124324,3830.57449967966,3095.1279213644725,0.08839359720476166,-1.504892938825863
1,12199378.639330022,3492.760232078834,2601.172044972131,0.07181770790215615,-0.27525630486314023
2,8381930.5406294875,2895.113294976188,2277.395265049661,0.049673029273827524,0.18525840926790085
3,14218945.223287249,3770.7927173129574,3147.874981574578,0.06986579474340077,-0.4912490113517319
4,29736265.839768738,5453.054483281881,4480.887960510286,0.07973589403408034,-0.20298854636501096
5,12994934.886923304,3604.8448446481234,2948.7995958116703,0.049019540562539377,-0.006928562516033354
6,15324852.158371037,3914.6917037993594,3089.404574556638,0.06283374454072377,-1.1566818416808682
7,13050536.903814008,3612.552070000233,2940.835036418823,0.07409475965251014,-0.11909162670435387
8,11749621.626426669,3427.762023159903,2651.3883722113424,0.06501318608789358,-0.8819908226541336
9,11777573.442711761,3431.7501652161136,2860.3823146462055,0.06744460478416488,-0.40712654801322784
10,5278690.056217339,2297.4829890283686,1836.7106183081423,0.04457792015119224,0.15581017784403206
11,11874601.874508599,3445.9473990881775,2464.520355922034,0.07962558444377693,-0.044758898630623024
Mean,13438386.161926044,3598.1105351891492,2866.2082534454985,0.06684128028175228,-0.3958247095410878
