TIMESTAMP,MILO26067_OPEN_PRICE_USD,MILO26067_HIGH_PRICE_USD,MILO26067_LOW_PRICE_USD,MILO26067_CLOSE_PRICE_USD,MILO26067_VOLUME_USD,MILO26067_DIVIDENDS_USD,MILO26067_STOCK_SPLITS_USD
2023-06-09 00:00:00+00:00,0.21014000475406647,0.27498799562454224,0.2095790058374405,0.25561100244522095,33405,0.0,0.0
2023-06-10 00:00:00+00:00,0.25562700629234314,0.2914319932460785,0.2282080054283142,0.23765400052070618,51080,0.0,0.0
2023-06-11 00:00:00+00:00,0.23761600255966187,0.2795009911060333,0.2173279970884323,0.2775830030441284,61612,0.0,0.0
2023-06-12 00:00:00+00:00,0.27758699655532837,0.28117799758911133,0.21114599704742432,0.21423399448394775,79801,0.0,0.0
2023-06-13 00:00:00+00:00,0.21424399316310883,0.2189060002565384,0.21009300649166107,0.2160000056028366,80436,0.0,0.0
2023-06-14 00:00:00+00:00,0.2160000056028366,0.22151100635528564,0.20806699991226196,0.2201859951019287,80884,0.0,0.0
2023-06-15 00:00:00+00:00,0.2201859951019287,0.2218320071697235,0.20763200521469116,0.21052099764347076,58675,0.0,0.0
2023-06-16 00:00:00+00:00,0.21051999926567078,0.2172289937734604,0.20531199872493744,0.20987799763679504,38942,0.0,0.0
2023-06-17 00:00:00+00:00,0.20987799763679504,0.21361300349235535,0.20374399423599243,0.20968599617481232,39607,0.0,0.0
2023-06-18 00:00:00+00:00,0.20967699587345123,0.2115360051393509,0.2002740055322647,0.2012699991464615,39239,0.0,0.0
2023-06-19 00:00:00+00:00,0.20127299427986145,0.20127299427986145,0.16273699700832367,0.16441300511360168,19965,0.0,0.0
2023-06-20 00:00:00+00:00,0.1643809974193573,0.1643809974193573,0.14371700584888458,0.14674100279808044,7680,0.0,0.0
2023-06-21 00:00:00+00:00,0.14673900604248047,0.1473429948091507,0.1343960016965866,0.13465699553489685,6762,0.0,0.0
2023-06-22 00:00:00+00:00,0.1346459984779358,0.1402360051870346,0.1257449984550476,0.12728700041770935,7926,0.0,0.0
2023-06-23 00:00:00+00:00,0.12729999423027039,0.1287190020084381,0.11622100323438644,0.12247300148010254,8484,0.0,0.0
2023-06-24 00:00:00+00:00,0.12247200310230255,0.12457600235939026,0.11372800171375275,0.1238889992237091,6254,0.0,0.0
2023-06-25 00:00:00+00:00,0.12389799952507019,0.15654000639915466,0.12386800348758698,0.14883899688720703,8181,0.0,0.0
2023-06-26 00:00:00+00:00,0.14883199334144592,0.18932799994945526,0.14883199334144592,0.17543399333953857,11713,0.0,0.0
2023-06-27 00:00:00+00:00,0.17543800175189972,0.18250299990177155,0.1702989935874939,0.17846399545669556,7127,0.0,0.0
2023-06-28 00:00:00+00:00,0.17846299707889557,0.21233999729156494,0.17090000212192535,0.1777770072221756,8443,0.0,0.0
2023-06-29 00:00:00+00:00,0.1777849942445755,0.2225009948015213,0.1129319965839386,0.170632004737854,270516,0.0,0.0
2023-06-30 00:00:00+00:00,0.17064900696277618,0.19755500555038452,0.17064900696277618,0.1942639946937561,460239,0.0,0.0
2023-07-01 00:00:00+00:00,0.19425100088119507,0.20347799360752106,0.18860499560832977,0.19107100367546082,252304,0.0,0.0
2023-07-02 00:00:00+00:00,0.19102799892425537,0.1998479962348938,0.1674560010433197,0.16834500432014465,243003,0.0,0.0
2023-07-03 00:00:00+00:00,0.16832700371742249,0.17328600585460663,0.16161300241947174,0.16642600297927856,199393,0.0,0.0
2023-07-04 00:00:00+00:00,0.16641299426555634,0.17104700207710266,0.16304799914360046,0.1634719967842102,200250,0.0,0.0
2023-07-05 00:00:00+00:00,0.16347000002861023,0.16917799413204193,0.16072799265384674,0.1670140027999878,139498,0.0,0.0
2023-07-06 00:00:00+00:00,0.16666199266910553,0.17011499404907227,0.15653599798679352,0.15735100209712982,124441,0.0,0.0
2023-07-07 00:00:00+00:00,0.15737000107765198,0.15799899399280548,0.14598999917507172,0.1462019979953766,121478,0.0,0.0
2023-07-08 00:00:00+00:00,0.146247997879982,0.15194100141525269,0.13898199796676636,0.14025099575519562,80850,0.0,0.0
2023-07-09 00:00:00+00:00,0.1402519941329956,0.148049995303154,0.13710400462150574,0.14235800504684448,135317,0.0,0.0
2023-07-10 00:00:00+00:00,0.1423099935054779,0.14489500224590302,0.13767799735069275,0.13922500610351562,206880,0.0,0.0
2023-07-11 00:00:00+00:00,0.1392260044813156,0.14836299419403076,0.13755199313163757,0.13985200226306915,264676,0.0,0.0
2023-07-12 00:00:00+00:00,0.13985499739646912,0.14742399752140045,0.13845999538898468,0.14595100283622742,494899,0.0,0.0
