TIMESTAMP,SA_OPEN_PRICE_USD,SA_HIGH_PRICE_USD,SA_LOW_PRICE_USD,SA_CLOSE_PRICE_USD,SA_VOLUME_USD,SA_DIVIDENDS_USD,SA_STOCK_SPLITS_USD
2021-11-10 00:00:00+00:00,0.07467000186443329,0.0747930034995079,0.06568299978971481,0.0662510022521019,629915,0.0,0.0
2021-11-11 00:00:00+00:00,0.06627199798822403,0.06715399771928787,0.06582900136709213,0.06652700155973434,0,0.0,0.0
2021-11-12 00:00:00+00:00,0.06650499999523163,0.06719899922609329,0.06386099755764008,0.06587299704551697,0,0.0,0.0
2021-11-13 00:00:00+00:00,0.06584899872541428,0.06712300330400467,0.06506100296974182,0.06651200354099274,0,0.0,0.0
2021-11-14 00:00:00+00:00,0.06652200222015381,0.0674939975142479,0.06572200357913971,0.06705199927091599,0,0.0,0.0
2021-11-15 00:00:00+00:00,0.0669889971613884,0.06794200092554092,0.06561099737882614,0.0657379999756813,0,0.0,0.0
2021-11-16 00:00:00+00:00,0.06574399769306183,0.06585100293159485,0.06119700148701668,0.062185000628232956,0,0.0,0.0
2021-11-17 00:00:00+00:00,0.06217600032687187,0.06277299672365189,0.061128001660108566,0.062341999262571335,0,0.0,0.0
2021-11-18 00:00:00+00:00,0.062334999442100525,0.06276699900627136,0.0596110001206398,0.060123998671770096,0,0.0,0.0
2021-11-25 00:00:00+00:00,0.06069299951195717,0.062132999300956726,0.06026099994778633,0.06029700115323067,0,0.0,0.0
2021-11-26 00:00:00+00:00,0.061820000410079956,0.06211699917912483,0.05783899873495102,0.05825600028038025,0,0.0,0.0
2021-11-29 00:00:00+00:00,0.0605739988386631,0.061514999717473984,0.05972500145435333,0.06147399917244911,0,0.0,0.0
2021-11-30 00:00:00+00:00,0.059877000749111176,0.06098499894142151,0.05985400080680847,0.06001099944114685,0,0.0,0.0
2021-12-01 00:00:00+00:00,0.05997399985790253,0.06189600005745888,0.0588189996778965,0.05992799997329712,0,0.0,0.0
