TIMESTAMP,SAITO_OPEN_PRICE_USD,SAITO_HIGH_PRICE_USD,SAITO_LOW_PRICE_USD,SAITO_CLOSE_PRICE_USD,SAITO_VOLUME_USD,SAITO_DIVIDENDS_USD,SAITO_STOCK_SPLITS_USD
2021-04-22 00:00:00+00:00,0.017707999795675278,0.024827999994158745,0.009077999740839005,0.011957000009715557,13448127,0.0,0.0
2021-04-23 00:00:00+00:00,0.01195400021970272,0.02312299981713295,0.008356999605894089,0.020392000675201416,8350330,0.0,0.0
2021-04-24 00:00:00+00:00,0.020388999953866005,0.03519200161099434,0.014413000084459782,0.023187000304460526,10401212,0.0,0.0
2021-04-25 00:00:00+00:00,0.0231890007853508,0.029579000547528267,0.016138000413775444,0.020912999287247658,3996853,0.0,0.0
2021-04-26 00:00:00+00:00,0.020914999768137932,0.03573700040578842,0.020914999768137932,0.023791000247001648,5544701,0.0,0.0
2021-04-27 00:00:00+00:00,0.023788999766111374,0.02643500082194805,0.019540999084711075,0.02248699963092804,2956947,0.0,0.0
2021-04-28 00:00:00+00:00,0.02248699963092804,0.023225000128149986,0.017966000363230705,0.019958000630140305,1626602,0.0,0.0
2021-04-29 00:00:00+00:00,0.019958000630140305,0.020604999735951424,0.017581000924110413,0.01962600089609623,2893167,0.0,0.0
2021-04-30 00:00:00+00:00,0.01961600035429001,0.02217100001871586,0.018341999500989914,0.02012600004673004,2865006,0.0,0.0
2021-05-01 00:00:00+00:00,0.02012299932539463,0.02436799928545952,0.01875999942421913,0.020560000091791153,2087920,0.0,0.0
2021-05-02 00:00:00+00:00,0.02056499943137169,0.025109000504016876,0.01678900048136711,0.019213000312447548,1993203,0.0,0.0
2021-05-03 00:00:00+00:00,0.019603999331593513,0.028783999383449554,0.018928999081254005,0.02682800032198429,1859952,0.0,0.0
2021-05-04 00:00:00+00:00,0.026827000081539154,0.027191000059247017,0.022360999137163162,0.023806000128388405,1390157,0.0,0.0
2021-05-05 00:00:00+00:00,0.023804999887943268,0.025335000827908516,0.019701000303030014,0.022840000689029694,1524521,0.0,0.0
2021-05-06 00:00:00+00:00,0.02284100092947483,0.022988999262452126,0.0194690003991127,0.020834999158978462,749885,0.0,0.0
2021-05-07 00:00:00+00:00,0.020816000178456306,0.020816000178456306,0.018962999805808067,0.02004300057888031,445185,0.0,0.0
2021-05-08 00:00:00+00:00,0.020049000158905983,0.02286200039088726,0.017566999420523643,0.018982000648975372,366623,0.0,0.0
2021-05-09 00:00:00+00:00,0.01901100017130375,0.021637000143527985,0.018357999622821808,0.018583999946713448,369339,0.0,0.0
2021-05-10 00:00:00+00:00,0.018617000430822372,0.020992999896407127,0.01410400029271841,0.014643999747931957,725218,0.0,0.0
2021-05-11 00:00:00+00:00,0.014682999812066555,0.02094000019133091,0.014070999808609486,0.01666099950671196,590186,0.0,0.0
2021-05-12 00:00:00+00:00,0.016668999567627907,0.017659999430179596,0.013621999882161617,0.013621999882161617,195274,0.0,0.0
2021-05-13 00:00:00+00:00,0.01350099965929985,0.016604000702500343,0.01268600020557642,0.014857999980449677,695401,0.0,0.0
2021-05-14 00:00:00+00:00,0.014883000403642654,0.018036000430583954,0.014839000068604946,0.017521999776363373,333519,0.0,0.0
2021-05-15 00:00:00+00:00,0.017487000674009323,0.017674999311566353,0.014112000353634357,0.014123000204563141,312317,0.0,0.0
2021-05-16 00:00:00+00:00,0.014107000082731247,0.015568999573588371,0.012360000051558018,0.013485999777913094,230920,0.0,0.0
2021-05-17 00:00:00+00:00,0.013504000380635262,0.01541799958795309,0.01157199963927269,0.014078999869525433,477072,0.0,0.0
2021-05-18 00:00:00+00:00,0.014081000350415707,0.015196000225841999,0.013325000181794167,0.013538000173866749,179398,0.0,0.0
2021-05-19 00:00:00+00:00,0.013538000173866749,0.013790000230073929,0.009026999585330486,0.012184999883174896,552766,0.0,0.0
2021-05-20 00:00:00+00:00,0.012167000211775303,0.014123000204563141,0.010625000111758709,0.013124000281095505,174128,0.0,0.0
2021-05-21 00:00:00+00:00,0.013086999766528606,0.01411100011318922,0.00962899997830391,0.010715999640524387,225626,0.0,0.0
2021-05-22 00:00:00+00:00,0.010734000243246555,0.01179100014269352,0.00903099961578846,0.010588999837636948,308948,0.0,0.0
2021-05-23 00:00:00+00:00,0.010592999868094921,0.01081399992108345,0.006564999930560589,0.009220999665558338,427426,0.0,0.0
2021-05-24 00:00:00+00:00,0.009221999906003475,0.012419000267982483,0.009220999665558338,0.012013999745249748,155928,0.0,0.0
2021-05-25 00:00:00+00:00,0.012023000046610832,0.012930000200867653,0.009437000378966331,0.010514000430703163,141791,0.0,0.0
2021-05-26 00:00:00+00:00,0.010511999949812889,0.01501499954611063,0.009740999899804592,0.01501499954611063,1349827,0.0,0.0
2021-05-27 00:00:00+00:00,0.01501499954611063,0.023571999743580818,0.013447999954223633,0.021220000460743904,1957013,0.0,0.0
2021-05-28 00:00:00+00:00,0.0212629996240139,0.02204499952495098,0.012906000018119812,0.019750000908970833,1684655,0.0,0.0
2021-05-29 00:00:00+00:00,0.0197369996458292,0.02229500003159046,0.00915099959820509,0.012117999605834484,2220602,0.0,0.0
2021-05-30 00:00:00+00:00,0.012232000008225441,0.013135000132024288,0.010590000078082085,0.011996000073850155,518226,0.0,0.0
2021-05-31 00:00:00+00:00,0.011982000432908535,0.012245000340044498,0.01066800020635128,0.011909999884665012,371742,0.0,0.0
2021-06-01 00:00:00+00:00,0.011913999915122986,0.012160000391304493,0.009906000457704067,0.010995999909937382,352969,0.0,0.0
2021-06-02 00:00:00+00:00,0.010994999669492245,0.012519000098109245,0.010386999696493149,0.012175999581813812,239744,0.0,0.0
2021-06-03 00:00:00+00:00,0.012171000242233276,0.01272599957883358,0.010156000033020973,0.010997000150382519,614515,0.0,0.0
2021-06-04 00:00:00+00:00,0.010998999699950218,0.011044999584555626,0.009595000185072422,0.009948000311851501,157410,0.0,0.0
2021-06-05 00:00:00+00:00,0.009939000010490417,0.010635999962687492,0.009461999870836735,0.00963599979877472,139263,0.0,0.0
2021-06-06 00:00:00+00:00,0.009614000096917152,0.01014699973165989,0.009445000439882278,0.009626000188291073,101884,0.0,0.0
2021-06-07 00:00:00+00:00,0.009630000218749046,0.009949999861419201,0.008775000460445881,0.008782999590039253,246211,0.0,0.0
2021-06-08 00:00:00+00:00,0.00878399983048439,0.00918199960142374,0.007224000059068203,0.00824899971485138,254674,0.0,0.0
2021-06-09 00:00:00+00:00,0.00824899971485138,0.008403999730944633,0.006878000218421221,0.00784400012344122,347172,0.0,0.0
2021-06-10 00:00:00+00:00,0.007838999852538109,0.00944599974900484,0.007672000210732222,0.008353999815881252,232102,0.0,0.0
2021-06-11 00:00:00+00:00,0.008352999575436115,0.010982999578118324,0.0073540001176297665,0.009244999848306179,392571,0.0,0.0
2021-06-12 00:00:00+00:00,0.009243999607861042,0.010809999890625477,0.007414000108838081,0.008886000141501427,731246,0.0,0.0
2021-06-13 00:00:00+00:00,0.008883999660611153,0.009464000351727009,0.007495000027120113,0.009246000088751316,305188,0.0,0.0
2021-06-14 00:00:00+00:00,0.009247999638319016,0.00954500027000904,0.009065999649465084,0.009469999931752682,270907,0.0,0.0
2021-06-15 00:00:00+00:00,0.009545999579131603,0.010238000191748142,0.008605999872088432,0.009891999885439873,188599,0.0,0.0
2021-06-16 00:00:00+00:00,0.008839000016450882,0.009332999587059021,0.008073000237345695,0.008082999847829342,223857,0.0,0.0
2021-06-17 00:00:00+00:00,0.008082999847829342,0.00855099968612194,0.007891999557614326,0.008081000298261642,146163,0.0,0.0
2021-06-18 00:00:00+00:00,0.008081000298261642,0.008151000365614891,0.007060999982059002,0.007213999982923269,162528,0.0,0.0
2021-06-19 00:00:00+00:00,0.007216999772936106,0.007368999999016523,0.0070489998906850815,0.0070870001800358295,82007,0.0,0.0
2021-06-20 00:00:00+00:00,0.007089999970048666,0.007699000183492899,0.005929999984800816,0.006868000142276287,490150,0.0,0.0
2021-06-21 00:00:00+00:00,0.0068709999322891235,0.006893000099807978,0.005543999839574099,0.00558699993416667,171163,0.0,0.0
2021-06-22 00:00:00+00:00,0.005588000174611807,0.005942999850958586,0.004714000038802624,0.005735000129789114,269548,0.0,0.0
2021-06-23 00:00:00+00:00,0.005735000129789114,0.006045999936759472,0.005510000046342611,0.006022999994456768,125046,0.0,0.0
2021-06-24 00:00:00+00:00,0.005934000015258789,0.006049000192433596,0.005541000049561262,0.005814000032842159,73960,0.0,0.0
2021-06-25 00:00:00+00:00,0.005830000154674053,0.005830999929457903,0.00482900021597743,0.004881000146269798,106258,0.0,0.0
2021-06-26 00:00:00+00:00,0.004879999905824661,0.0057230000384151936,0.00482399994507432,0.005495000164955854,86861,0.0,0.0
2021-06-27 00:00:00+00:00,0.005495999939739704,0.006337999831885099,0.005365999881178141,0.006300000008195639,125594,0.0,0.0
2021-06-28 00:00:00+00:00,0.006293000187724829,0.00865899957716465,0.006165999919176102,0.00808900035917759,581920,0.0,0.0
2021-06-29 00:00:00+00:00,0.008085999637842178,0.010250000283122063,0.008076000027358532,0.010242000222206116,519002,0.0,0.0
