TIMESTAMP,XRP_OPEN_PRICE_USD,XRP_HIGH_PRICE_USD,XRP_LOW_PRICE_USD,XRP_CLOSE_PRICE_USD,XRP_FIRST_TRADE_PRICE_USD,XRP_HIGH_TRADE_PRICE_USD,XRP_LOW_TRADE_PRICE_USD,XRP_LAST_TRADE_PRICE_USD,XRP_TOTAL_TRADE_COUNT,XRP_TOTAL_TRADES_BUY,XRP_TOTAL_TRADES_SELL,XRP_VOLUME_USD,XRP_QUOTE_VOLUME,XRP_VOLUME_BUY,XRP_QUOTE_VOLUME_BUY,XRP_VOLUME_SELL,XRP_QUOTE_VOLUME_SELL
2018-05-04 08:00:00,0.5,1.5,0.5,0.89722,0.5,1.5,0.5,0.89722,24771,8984,15787,13890487.98,12701000.9442201,5132685.74,4689073.6312167,8757802.24,8011927.3130034
2018-05-04 14:00:00,0.89722,0.90489,0.87644,0.89199,0.89791,0.90489,0.87644,0.89199,9587,4978,4609,5180016.53,4612521.3690371,2664600.22,2373760.2973841,2515416.31,2238761.071653
2018-05-04 20:00:00,0.89199,0.90699,0.888,0.90545,0.892,0.90699,0.888,0.90545,4964,2581,2383,3052088.87,2739443.8962993,1377750.55,1237376.9093579,1674338.32,1502066.9869414
2018-05-05 02:00:00,0.90545,0.90985,0.8971,0.90293,0.90545,0.90985,0.8971,0.90293,4871,2390,2481,3008289.44,2717104.8463152,1436735.16,1298638.2633711,1571554.28,1418466.5829441
2018-05-05 08:00:00,0.90293,0.92336,0.89679,0.905,0.90291,0.92336,0.89679,0.905,7465,4098,3367,5522216.97,5011538.5530158,2925327.36,2654820.8822253,2596889.61,2356717.6707905
2018-05-05 14:00:00,0.905,0.935,0.9049,0.908,0.905,0.935,0.9049,0.908,8597,4134,4463,4991531.77,4585425.5458359,2141301.8,1967867.7307396,2850229.97,2617557.8150963
2018-05-05 20:00:00,0.908,0.91151,0.89601,0.91,0.908,0.91151,0.89601,0.91,6003,2859,3144,3661168.61,3309985.154473,1503977.69,1360215.5496603,2157190.92,1949769.6048127
2018-05-06 02:00:00,0.91,0.918,0.85584,0.87966,0.91,0.918,0.85584,0.87966,9309,4170,5139,5767543.96,5116127.3040079,2342368.74,2076546.1928835,3425175.22,3039581.1111244
2018-05-06 08:00:00,0.87966,0.8814,0.83774,0.86196,0.87966,0.8814,0.83774,0.86196,9828,5178,4650,5177011.0,4451707.8245389,2562867.03,2203534.4179467,2614143.97,2248173.4065922
2018-05-06 14:00:00,0.86196,0.8715,0.85154,0.85674,0.86245,0.8715,0.85154,0.85674,5076,2693,2383,2433731.45,2101465.3329589,1193806.16,1031758.7516753,1239925.29,1069706.5812836
2018-05-06 20:00:00,0.85674,0.86886,0.8163,0.825,0.85675,0.86886,0.8163,0.825,6587,3865,2722,3132809.05,2641861.6056762,1156744.01,974891.0295238,1976065.04,1666970.5761524
2018-05-07 02:00:00,0.825,0.827,0.8,0.81073,0.82599,0.827,0.8,0.81073,8116,4302,3814,5418034.05,4414186.9450523,2614453.13,2126200.4573279,2803580.92,2287986.4877244
2018-05-07 08:00:00,0.81073,0.836,0.80701,0.81305,0.81076,0.836,0.80701,0.81305,6084,3039,3045,3693510.32,3022273.4035464,1874337.48,1535483.1632957,1819172.84,1486790.2402507
2018-05-07 14:00:00,0.81305,0.83806,0.8,0.83311,0.81305,0.83806,0.8,0.83311,6888,2865,4023,4219774.91,3446883.9039569,1828774.81,1490744.9385058,2391000.1,1956138.9654511
2018-05-07 20:00:00,0.83311,0.84505,0.81681,0.83958,0.83324,0.84505,0.81681,0.83958,5604,2559,3045,2690593.25,2237491.3942067,1081308.23,899983.3554912,1609285.02,1337508.0387155
2018-05-08 02:00:00,0.83958,0.84802,0.82474,0.82962,0.83957,0.84802,0.82474,0.82962,5280,2936,2344,2676467.07,2235929.0085897,1456471.16,1215381.2849936,1219995.91,1020547.7235961
2018-05-08 08:00:00,0.82962,0.8326,0.792,0.79969,0.82962,0.8326,0.792,0.79969,9164,5147,4017,5203243.04,4204365.223852,2419229.3,1953137.8485213,2784013.74,2251227.3753307
2018-05-08 14:00:00,0.79969,0.815,0.7933,0.81306,0.79969,0.815,0.7933,0.81306,4483,2176,2307,2547528.21,2051102.5287117,1112080.87,896155.0010411,1435447.34,1154947.5276706
2018-05-08 20:00:00,0.81306,0.8158,0.7958,0.80084,0.81303,0.8158,0.7958,0.80084,3576,1776,1800,2450199.83,1976583.2025383,867945.11,699170.5217767,1582254.72,1277412.6807616
2018-05-09 02:00:00,0.80084,0.80208,0.7569,0.76662,0.80083,0.80208,0.7569,0.76662,9590,5233,4357,5063160.81,3921182.6791787,2498101.69,1935826.0995167,2565059.12,1985356.579662
2018-05-09 08:00:00,0.76662,0.80692,0.7613,0.795,0.7666,0.80692,0.7613,0.795,7506,3574,3932,4470744.75,3527412.897496,2288060.26,1803431.1011065,2182684.49,1723981.7963895
2018-05-09 14:00:00,0.795,0.81894,0.7902,0.80253,0.79413,0.81894,0.7902,0.80253,5928,3025,2903,2519218.73,2025573.4556867,1204011.52,967776.6616068,1315207.21,1057796.7940799
2018-05-09 20:00:00,0.80253,0.80495,0.79196,0.79586,0.80255,0.80495,0.79196,0.79586,3974,2256,1718,1752801.85,1398235.1282355,845550.66,674720.7513459,907251.19,723514.3768896
2018-05-10 02:00:00,0.79586,0.80572,0.78497,0.80094,0.79651,0.80572,0.78497,0.80094,4528,2474,2054,1976678.96,1572301.0594642,961612.46,765607.249112,1015066.5,806693.8103522
2018-05-10 08:00:00,0.80094,0.805,0.79125,0.80021,0.79929,0.805,0.79125,0.80021,3403,1633,1770,1940247.6,1546688.5020737,698336.59,557178.5311829,1241911.01,989509.9708908
2018-05-10 14:00:00,0.80021,0.803,0.769,0.76976,0.80029,0.803,0.769,0.76976,6955,3774,3181,3718817.56,2907205.2734135,1766499.26,1380141.2524811,1952318.3,1527064.0209324
2018-05-10 20:00:00,0.76976,0.775,0.725,0.73747,0.76976,0.775,0.725,0.73747,7883,4267,3616,4228960.28,3160554.960541,1772573.06,1324226.0759664,2456387.22,1836328.8845746
2018-05-11 02:00:00,0.73747,0.75602,0.6511,0.66352,0.73962,0.75602,0.6511,0.66352,11689,5544,6145,7573837.62,5397676.4527244,2768658.55,1958179.1153272,4805179.07,3439497.3373972
2018-05-11 08:00:00,0.66352,0.71497,0.64758,0.66586,0.66356,0.71497,0.64758,0.66586,17836,9106,8730,12986428.22,8734446.2978849,6644459.66,4459750.2894003,6341968.56,4274696.0084846
2018-05-11 14:00:00,0.66586,0.70759,0.66579,0.69491,0.66586,0.70759,0.66579,0.69491,10803,4932,5871,5675655.19,3925873.7649958,2906362.9,2010387.4791649,2769292.29,1915486.2858309
2018-05-11 20:00:00,0.69491,0.69984,0.655,0.683,0.69483,0.69984,0.655,0.683,7616,3780,3836,3382183.66,2288914.064209,1643646.38,1111753.8248701,1738537.28,1177160.2393389
2018-05-12 02:00:00,0.683,0.69,0.62519,0.66101,0.68491,0.69,0.62519,0.66101,8754,3943,4811,4331011.6,2830338.4183399,1795338.85,1176914.9239737,2535672.75,1653423.4943662
2018-05-12 08:00:00,0.66101,0.71,0.64089,0.679,0.661,0.71,0.64089,0.679,11289,4864,6425,6571470.25,4493885.4613168,2879682.96,1968116.354447,3691787.29,2525769.1068698
2018-05-12 14:00:00,0.679,0.6871,0.654,0.68263,0.6789,0.6871,0.654,0.68263,8734,4106,4628,4750971.29,3173441.4295094,2250707.4,1504584.5641347,2500263.89,1668856.8653747
2018-05-12 20:00:00,0.68263,0.69376,0.67374,0.6791,0.68263,0.69376,0.67374,0.6791,5054,2299,2755,3047966.97,2078547.153269,1426486.6,972272.6056022,1621480.37,1106274.5476668
2018-05-13 02:00:00,0.6791,0.68732,0.66456,0.68076,0.67619,0.68732,0.66456,0.68076,4598,2160,2438,2069022.29,1399574.1342493,867910.95,587839.6621295,1201111.34,811734.4721198
2018-05-13 08:00:00,0.68076,0.7017,0.67193,0.69269,0.68074,0.7017,0.67193,0.69269,5688,2670,3018,3142242.58,2170626.355747,1700078.38,1175491.1641357,1442164.2,995135.1916113
2018-05-13 14:00:00,0.69269,0.7501,0.69269,0.73576,0.6948,0.7501,0.69304,0.73576,12370,5715,6655,7560922.17,5490039.2114682,3496584.99,2534321.9660342,4064337.18,2955717.245434
2018-05-13 20:00:00,0.73576,0.7495,0.7141,0.73016,0.73308,0.7495,0.7141,0.73016,8085,3623,4462,4912541.77,3608790.4846069,2252122.2,1654249.5816318,2660419.57,1954540.9029751
2018-05-14 02:00:00,0.73016,0.73233,0.68585,0.70857,0.73016,0.73233,0.68585,0.70857,9332,4500,4832,6460624.48,4535618.4369742,2988233.41,2097379.5956784,3472391.07,2438238.8412958
2018-05-14 08:00:00,0.70857,0.7372,0.6905,0.73197,0.70861,0.7372,0.6905,0.73197,9422,4517,4905,5246802.13,3739697.4664821,2443419.84,1741729.9859839,2803382.29,1997967.4804982
2018-05-14 14:00:00,0.73197,0.74666,0.725,0.73416,0.735,0.74666,0.725,0.73416,9267,4474,4793,5516093.35,4060266.042628,2448757.9,1803173.302875,3067335.45,2257092.739753
2018-05-14 20:00:00,0.73416,0.7499,0.72,0.73108,0.73416,0.7499,0.72,0.73108,6899,3336,3563,4176310.87,3064359.8966012,1867364.95,1372343.2473582,2308945.92,1692016.649243
2018-05-15 02:00:00,0.73108,0.74888,0.72607,0.74124,0.73125,0.74888,0.72607,0.74124,4644,2146,2498,2444025.9,1804919.4182501,1099090.83,811270.0243389,1344935.07,993649.3939112
2018-05-15 08:00:00,0.74124,0.74892,0.728,0.73213,0.74104,0.74892,0.728,0.73213,4907,2438,2469,2616409.62,1926871.991268,1098841.78,810326.2256038,1517567.84,1116545.7656642
2018-05-15 14:00:00,0.73213,0.73232,0.68733,0.69559,0.73194,0.73232,0.68733,0.69559,8614,4739,3875,5448303.91,3855785.7917465,2677162.65,1894184.2785256,2771141.26,1961601.5132209
2018-05-15 20:00:00,0.69559,0.7049,0.67,0.6734,0.6937,0.7049,0.67,0.6734,4964,2485,2479,2661299.12,1828660.2624101,1152449.8,793172.4561883,1508849.32,1035487.8062218
2018-05-16 02:00:00,0.6734,0.68735,0.65756,0.68,0.67155,0.68735,0.65756,0.68,6155,2925,3230,3705891.24,2487872.240095,1880196.37,1262306.9876731,1825694.87,1225565.2524219
2018-05-16 08:00:00,0.68,0.70023,0.66861,0.67299,0.68,0.70023,0.66861,0.67299,4787,2420,2367,2635401.63,1803885.5354068,1191478.19,815934.2652117,1443923.44,987951.2701951
2018-05-16 14:00:00,0.67299,0.69,0.671,0.6807,0.67298,0.69,0.671,0.6807,3390,1629,1761,2418105.37,1646298.9026198,1144007.57,778989.2748149,1274097.8,867309.6278049
2018-05-16 20:00:00,0.6807,0.712,0.67594,0.70223,0.678,0.712,0.67594,0.70223,4311,1905,2406,2701638.16,1887150.0038108,1261624.93,880477.2682869,1440013.23,1006672.7355239
2018-05-17 02:00:00,0.70223,0.712,0.6855,0.68998,0.70221,0.712,0.6855,0.68998,4193,2565,1628,2330448.85,1633155.739537,1320748.89,925571.8983943,1009699.96,707583.8411427
2018-05-17 08:00:00,0.68998,0.69547,0.6851,0.69238,0.68665,0.69547,0.6851,0.69238,2350,1340,1010,1651921.03,1140273.6594314,936554.75,646715.1013676,715366.28,493558.5580638
2018-05-17 14:00:00,0.69238,0.69854,0.668,0.67239,0.69114,0.69854,0.668,0.67239,3976,2265,1711,2203691.41,1498509.9382762,1142881.23,777599.0499756,1060810.18,720910.8883006
2018-05-17 20:00:00,0.67239,0.68,0.646,0.65783,0.67016,0.68,0.646,0.65783,6726,3149,3577,3914788.84,2575250.68907,1398240.41,919805.9658631,2516548.43,1655444.7232069
2018-05-18 02:00:00,0.65783,0.67377,0.65152,0.66845,0.65502,0.67377,0.65152,0.66845,3938,2200,1738,1870241.21,1240135.8665504,1070090.43,710458.3908148,800150.78,529677.4757356
2018-05-18 08:00:00,0.66845,0.67479,0.66,0.66387,0.66998,0.67479,0.66,0.66387,3744,1646,2098,2251969.6,1504989.0948554,851780.81,569889.1043638,1400188.79,935099.9904916
2018-05-18 14:00:00,0.66387,0.67818,0.65005,0.67756,0.66377,0.67818,0.65005,0.67756,5492,2721,2771,3288700.9,2185654.6655633,1777448.6,1182933.0616744,1511252.3,1002721.6038889
2018-05-18 20:00:00,0.67756,0.68255,0.6686,0.67151,0.67693,0.68255,0.6686,0.67151,3105,1610,1495,2003299.26,1354627.876545,1073802.22,726610.2914614,929497.04,628017.5850836
2018-05-19 02:00:00,0.67151,0.67826,0.6611,0.66309,0.67151,0.67826,0.6611,0.66309,2638,1374,1264,1767663.36,1185952.1594847,892572.9,599230.9999245,875090.46,586721.1595602
2018-05-19 08:00:00,0.66309,0.69139,0.66111,0.68018,0.66315,0.69139,0.66111,0.68018,4001,1816,2185,2200460.35,1492789.6814737,1127402.9,764292.3785379,1073057.45,728497.3029358
2018-05-19 14:00:00,0.68018,0.6833,0.6715,0.67597,0.6816,0.6833,0.6715,0.67597,2547,1352,1195,1202446.15,814908.48673,577705.3,391646.6510182,624740.85,423261.8357118
2018-05-19 20:00:00,0.67597,0.67825,0.6656,0.6776,0.676,0.67825,0.6656,0.6776,2591,1342,1249,1306355.28,876730.8853568,670092.22,449638.7813108,636263.06,427092.104046
2018-05-20 02:00:00,0.6776,0.68544,0.67445,0.6801,0.67491,0.68544,0.67445,0.6801,2641,1191,1450,1269470.57,864253.7109577,539570.66,367556.2448423,729899.91,496697.4661154
2018-05-20 08:00:00,0.6801,0.692,0.67622,0.68123,0.6801,0.692,0.67622,0.68123,4410,2154,2256,2134568.79,1460225.9108296,1158944.33,793347.4542265,975624.46,666878.4566031
2018-05-20 14:00:00,0.68123,0.704,0.68123,0.70117,0.68263,0.704,0.68149,0.70117,5017,2753,2264,3014045.96,2097451.8253687,1755513.01,1220781.8592557,1258532.95,876669.966113
2018-05-20 20:00:00,0.70117,0.70659,0.689,0.69,0.70115,0.70659,0.689,0.69,3673,2056,1617,1854971.91,1295216.3782153,1019454.23,711723.4411354,835517.68,583492.9370799
2018-05-21 02:00:00,0.69,0.705,0.68834,0.7,0.68892,0.705,0.68834,0.7,2951,1406,1545,1604439.71,1119827.6493478,663966.58,463640.0530849,940473.13,656187.5962629
2018-05-21 08:00:00,0.7,0.70141,0.68203,0.68718,0.7,0.70141,0.68203,0.68718,5762,2832,2930,2262693.6,1560177.6542706,962812.16,663558.2728213,1299881.44,896619.3814493
2018-05-21 14:00:00,0.68718,0.6889,0.66666,0.6759,0.68725,0.6889,0.66666,0.6759,4197,1986,2211,2581725.45,1743066.150941,1044316.02,705617.8691924,1537409.43,1037448.2817486
2018-05-21 20:00:00,0.6759,0.682,0.66511,0.66639,0.6758,0.682,0.66511,0.66639,2717,1315,1402,1392732.24,938297.6130409,641301.19,432010.0144493,751431.05,506287.5985916
