TIMESTAMP,BIF31778_OPEN_PRICE_USD,BIF31778_HIGH_PRICE_USD,BIF31778_LOW_PRICE_USD,BIF31778_CLOSE_PRICE_USD,BIF31778_VOLUME_USD,BIF31778_DIVIDENDS_USD,BIF31778_STOCK_SPLITS_USD
2024-06-12 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,16531,0.0,0.0
2024-06-13 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9171,0.0,0.0
2024-06-14 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,1406,0.0,0.0
2024-06-15 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,1361,0.0,0.0
2024-06-16 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,5833,0.0,0.0
2024-06-17 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,1423,0.0,0.0
2024-06-18 00:00:00+00:00,,,,0.0,4072,0.0,0.0
2024-06-19 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,2779,0.0,0.0
2024-06-20 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,12332,0.0,0.0
2024-06-21 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9388,0.0,0.0
2024-06-22 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,7121,0.0,0.0
2024-06-23 00:00:00+00:00,,,,0.0,5892,0.0,0.0
2024-06-24 00:00:00+00:00,,,,0.0,5643,0.0,0.0
2024-06-25 00:00:00+00:00,,,,0.0,7476,0.0,0.0
2024-06-26 00:00:00+00:00,,,,0.0,2357,0.0,0.0
2024-06-27 00:00:00+00:00,,,,0.0,1978,0.0,0.0
2024-06-28 00:00:00+00:00,,,,0.0,1192,0.0,0.0
2024-06-29 00:00:00+00:00,,,,0.0,420,0.0,0.0
2024-06-30 00:00:00+00:00,,,,0.0,3687,0.0,0.0
2024-07-01 00:00:00+00:00,,,,0.0,2116,0.0,0.0
2024-07-02 00:00:00+00:00,,,,0.0,694,0.0,0.0
2024-07-03 00:00:00+00:00,,,,0.0,564,0.0,0.0
2024-07-04 00:00:00+00:00,,,,0.0,6765,0.0,0.0
2024-07-05 00:00:00+00:00,,,,0.0,933,0.0,0.0
2024-07-06 00:00:00+00:00,,,,0.0,352,0.0,0.0
2024-07-07 00:00:00+00:00,,,,0.0,28,0.0,0.0
2024-07-08 00:00:00+00:00,,,,0.0,1330,0.0,0.0
2024-07-09 00:00:00+00:00,,,,0.0,126,0.0,0.0
2024-07-10 00:00:00+00:00,,,,0.0,805,0.0,0.0
2024-07-11 00:00:00+00:00,,,,0.0,25,0.0,0.0
2024-07-12 00:00:00+00:00,,,,0.0,58,0.0,0.0
2024-07-13 00:00:00+00:00,,,,0.0,438,0.0,0.0
2024-07-14 00:00:00+00:00,,,,0.0,133,0.0,0.0
2024-07-15 00:00:00+00:00,,,,0.0,19,0.0,0.0
2024-07-16 00:00:00+00:00,,,,0.0,2504,0.0,0.0
2024-07-17 00:00:00+00:00,,,,0.0,111,0.0,0.0
2024-07-18 00:00:00+00:00,,,,0.0,2361,0.0,0.0
2024-07-19 00:00:00+00:00,,,,0.0,1312,0.0,0.0
2024-07-20 00:00:00+00:00,,,,0.0,17776,0.0,0.0
2024-07-21 00:00:00+00:00,,,,0.0,452,0.0,0.0
2024-07-22 00:00:00+00:00,,,,0.0,197,0.0,0.0
2024-07-23 00:00:00+00:00,,,,0.0,3327,0.0,0.0
2024-07-24 00:00:00+00:00,,,,0.0,52,0.0,0.0
2024-07-25 00:00:00+00:00,,,,0.0,401,0.0,0.0
2024-07-26 00:00:00+00:00,,,,0.0,629,0.0,0.0
2024-07-27 00:00:00+00:00,,,,0.0,182,0.0,0.0
2024-07-28 00:00:00+00:00,,,,0.0,30,0.0,0.0
2024-07-29 00:00:00+00:00,,,,0.0,7,0.0,0.0
2024-07-30 00:00:00+00:00,,,,0.0,18,0.0,0.0
2024-07-31 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-08-01 00:00:00+00:00,,,,0.0,935,0.0,0.0
2024-08-02 00:00:00+00:00,,,,0.0,144,0.0,0.0
2024-08-03 00:00:00+00:00,,,,0.0,2,0.0,0.0
2024-08-04 00:00:00+00:00,,,,0.0,8,0.0,0.0
2024-08-05 00:00:00+00:00,,,,0.0,30,0.0,0.0
2024-08-06 00:00:00+00:00,,,,0.0,480,0.0,0.0
2024-08-07 00:00:00+00:00,,,,0.0,7,0.0,0.0
2024-08-08 00:00:00+00:00,,,,0.0,4,0.0,0.0
2024-08-09 00:00:00+00:00,,,,0.0,22,0.0,0.0
2024-08-10 00:00:00+00:00,,,,0.0,2,0.0,0.0
2024-08-11 00:00:00+00:00,,,,0.0,7,0.0,0.0
2024-08-12 00:00:00+00:00,,,,0.0,2,0.0,0.0
