TIMESTAMP,POWSCHE_OPEN_PRICE_USD,POWSCHE_HIGH_PRICE_USD,POWSCHE_LOW_PRICE_USD,POWSCHE_CLOSE_PRICE_USD,POWSCHE_VOLUME_USD,POWSCHE_DIVIDENDS_USD,POWSCHE_STOCK_SPLITS_USD
2024-04-15 00:00:00+00:00,0.13839200139045715,0.14892500638961792,0.10296600311994553,0.10932499915361404,415946,0.0,0.0
2024-04-16 00:00:00+00:00,0.1093590036034584,0.17633900046348572,0.10903199762105942,0.13280299305915833,1121051,0.0,0.0
2024-04-17 00:00:00+00:00,0.13267700374126434,0.1344199925661087,0.11224299669265747,0.11307299882173538,467210,0.0,0.0
2024-04-18 00:00:00+00:00,0.11289499700069427,0.11580599844455719,0.09972599893808365,0.10346999764442444,335707,0.0,0.0
2024-04-19 00:00:00+00:00,0.10232800245285034,0.10232800245285034,0.06137299910187721,0.06909199804067612,696025,0.0,0.0
2024-04-20 00:00:00+00:00,0.06909199804067612,0.08972399681806564,0.06103000044822693,0.0733570009469986,434571,0.0,0.0
2024-04-21 00:00:00+00:00,0.0713919997215271,0.07523500174283981,0.059911999851465225,0.06873200088739395,291741,0.0,0.0
2024-04-22 00:00:00+00:00,0.07118599861860275,0.11417900025844574,0.06471399962902069,0.07228700071573257,522849,0.0,0.0
2024-04-23 00:00:00+00:00,0.07228700071573257,0.07275199890136719,0.047527000308036804,0.05777300149202347,537518,0.0,0.0
2024-04-24 00:00:00+00:00,0.05250899866223335,0.0811149999499321,0.05026400089263916,0.05423500016331673,431517,0.0,0.0
2024-04-25 00:00:00+00:00,0.05486899986863136,0.063510000705719,0.04174799844622612,0.063510000705719,279357,0.0,0.0
2024-04-26 00:00:00+00:00,0.063510000705719,0.06482700258493423,0.052754998207092285,0.052762001752853394,222278,0.0,0.0
2024-04-27 00:00:00+00:00,0.05189799889922142,0.05528699979186058,0.036587998270988464,0.036667000502347946,252159,0.0,0.0
2024-04-28 00:00:00+00:00,0.036667000502347946,0.06312400102615356,0.033298999071121216,0.04387199878692627,289098,0.0,0.0
2024-04-29 00:00:00+00:00,0.04387199878692627,0.053668998181819916,0.04238700121641159,0.053631000220775604,117922,0.0,0.0
2024-04-30 00:00:00+00:00,0.053631000220775604,0.05519799888134003,0.041864000260829926,0.04739199951291084,136998,0.0,0.0
2024-05-01 00:00:00+00:00,0.04739199951291084,0.05502599850296974,0.04006800055503845,0.05431300029158592,133088,0.0,0.0
2024-05-02 00:00:00+00:00,0.05428899824619293,0.05473199859261513,0.04815100133419037,0.0509600006043911,93035,0.0,0.0
2024-05-03 00:00:00+00:00,0.04925199970602989,0.05091699957847595,0.016923999413847923,0.03053000010550022,536257,0.0,0.0
2024-05-04 00:00:00+00:00,0.03468099981546402,0.04473999887704849,0.0286289993673563,0.038770001381635666,257128,0.0,0.0
2024-05-05 00:00:00+00:00,0.0415400005877018,0.04231400042772293,0.031564000993967056,0.0316770002245903,214467,0.0,0.0
2024-05-06 00:00:00+00:00,0.029823999851942062,0.031564999371767044,0.0279690008610487,0.029899999499320984,104459,0.0,0.0
2024-05-07 00:00:00+00:00,0.029899999499320984,0.029966000467538834,0.02506900019943714,0.026580000296235085,92503,0.0,0.0
