,MSE,RMSE,MAE,MAPE,R2
0,3315192.4593261047,1820.7669975387034,1452.564951279178,0.040951392810471554,0.3961918943755881
1,1187914.684569656,1089.9149896068297,835.5985412663538,0.024051554064794835,0.8758218974978746
2,2229128.9403037033,1493.026771462489,1209.1794366943839,0.02663249723570925,0.7833238953763028
3,3349285.22045481,1830.1052484638171,1378.7246850247911,0.03043179417232719,0.6487349662506465
4,4179707.306320001,2044.4332481937386,1590.2521179595497,0.02755791821797171,0.8309088288437154
5,3825465.803911945,1955.879803032882,1515.2937731334384,0.025346180395899042,0.7035790624265841
6,2892500.167305132,1700.7351843556162,1191.6222419247656,0.024433738504231767,0.5929355452555998
7,1280188.1300524122,1131.4539893660776,780.0531712739704,0.019316059318363377,0.8902230745365527
8,3024009.2419390217,1738.9678668506276,1194.2093644274973,0.02927614893791348,0.5156305605492648
9,1816128.153374017,1347.6379904759353,1018.0143868245721,0.024513119052981,0.783017940695735
10,1142849.6921235037,1069.0414828824482,879.3348600971556,0.02150829581817586,0.8172307773197622
11,1892670.0950751083,1375.7434699372948,1036.6938901234741,0.032722277912799136,0.8334778761512275
Mean,2511253.3245629515,1549.8089201805385,1173.4617850024274,0.027228414703469848,0.7225896932732377
