TIMESTAMP,CHUCK30619_OPEN_PRICE_USD,CHUCK30619_HIGH_PRICE_USD,CHUCK30619_LOW_PRICE_USD,CHUCK30619_CLOSE_PRICE_USD,CHUCK30619_VOLUME_USD,CHUCK30619_DIVIDENDS_USD,CHUCK30619_STOCK_SPLITS_USD
2024-04-12 00:00:00+00:00,0.0034970000851899385,0.0034970000851899385,0.0030249999836087227,0.0030320000369101763,40606,0.0,0.0
2024-04-13 00:00:00+00:00,0.0030350000597536564,0.003206999972462654,0.002635000040754676,0.0027540000155568123,33016,0.0,0.0
2024-04-14 00:00:00+00:00,0.0027540000155568123,0.0028230000752955675,0.002535999985411763,0.0025939999613910913,18431,0.0,0.0
2024-04-15 00:00:00+00:00,0.002623999956995249,0.00291300006210804,0.002598999999463558,0.0027840000111609697,23709,0.0,0.0
2024-04-16 00:00:00+00:00,0.00278700003400445,0.00278700003400445,0.0026110000908374786,0.002652999944984913,8716,0.0,0.0
2024-04-17 00:00:00+00:00,0.002652999944984913,0.002652999944984913,0.0021909999195486307,0.0021959999576210976,25200,0.0,0.0
2024-04-18 00:00:00+00:00,0.0021959999576210976,0.0022609999869018793,0.0021470000501722097,0.0022509999107569456,10800,0.0,0.0
2024-04-19 00:00:00+00:00,0.0022509999107569456,0.002328000031411648,0.0021329999435693026,0.002328000031411648,17803,0.0,0.0
2024-04-20 00:00:00+00:00,0.002328000031411648,0.0024679999332875013,0.002283999929204583,0.0024679999332875013,24310,0.0,0.0
2024-04-21 00:00:00+00:00,0.002469999948516488,0.0027409999165683985,0.002469999948516488,0.0027409999165683985,22957,0.0,0.0
2024-04-22 00:00:00+00:00,0.0027290000580251217,0.002991999965161085,0.002715999959036708,0.0029909999575465918,19384,0.0,0.0
2024-04-23 00:00:00+00:00,0.0029909999575465918,0.0030449999030679464,0.002853000070899725,0.003025999991223216,28312,0.0,0.0
2024-04-24 00:00:00+00:00,0.003025999991223216,0.003065000055357814,0.0028379999566823244,0.0028379999566823244,12364,0.0,0.0
2024-04-25 00:00:00+00:00,0.002848000032827258,0.003283000085502863,0.002836999949067831,0.003263999940827489,34609,0.0,0.0
2024-04-26 00:00:00+00:00,0.003263999940827489,0.003461000043898821,0.0032339999452233315,0.0034489999525249004,34504,0.0,0.0
2024-04-27 00:00:00+00:00,0.0035389999393373728,0.005117000080645084,0.0035389999393373728,0.004745000042021275,166307,0.0,0.0
2024-04-28 00:00:00+00:00,0.004745000042021275,0.006823000032454729,0.004745000042021275,0.006391000002622604,143718,0.0,0.0
2024-04-29 00:00:00+00:00,0.006386000197380781,0.006816999986767769,0.005179000087082386,0.006816999986767769,170599,0.0,0.0
2024-04-30 00:00:00+00:00,0.006816999986767769,0.0072189997881650925,0.005956000182777643,0.006353999953716993,120170,0.0,0.0
2024-05-01 00:00:00+00:00,0.006353999953716993,0.00635599996894598,0.005398999899625778,0.006080999970436096,56523,0.0,0.0
2024-05-02 00:00:00+00:00,0.006080999970436096,0.006268000230193138,0.0057830000296235085,0.00621700007468462,37915,0.0,0.0
2024-05-03 00:00:00+00:00,0.006163999903947115,0.006682000122964382,0.005911999847739935,0.006682000122964382,45883,0.0,0.0
2024-05-04 00:00:00+00:00,0.006756000220775604,0.00878399983048439,0.006756000220775604,0.008453999646008015,145274,0.0,0.0
2024-05-05 00:00:00+00:00,0.008519000373780727,0.008678000420331955,0.007644999772310257,0.008592000231146812,118413,0.0,0.0
2024-05-06 00:00:00+00:00,0.008839000016450882,0.012914000079035759,0.008825999684631824,0.012726999819278717,314910,0.0,0.0
2024-05-07 00:00:00+00:00,0.012726999819278717,0.016457000747323036,0.012726999819278717,0.016457000747323036,460085,0.0,0.0
