TIMESTAMP,NEWB_CLOSE_PRICE_USD,NEWB_OPEN_PRICE_USD,NEWB_HIGH_PRICE_USD,NEWB_LOW_PRICE_USD
2018-03-08,0.013219,0.014205,0.014599,0.01306
2018-03-09,0.013722,0.013222,0.013758,0.012116
2018-03-10,0.01282,0.013699,0.014084,0.012745
2018-03-11,0.011561,0.012809,0.013581,0.011239
2018-03-12,0.011175,0.011557,0.011882,0.010881
2018-03-13,0.011052,0.011186,0.011466,0.010891
2018-03-14,0.009797,0.011057,0.01128,0.009408
2018-03-15,0.009783,0.009811,0.009952,0.009175
2018-03-16,0.009653,0.009795,0.010041,0.009388
2018-03-17,0.008845,0.009632,0.00978,0.008723
2018-03-18,0.00868,0.008816,0.009074,0.0073
2018-03-19,0.008982,0.00869,0.009027,0.008334
2018-03-20,0.009001,0.008978,0.009161,0.008355
2018-03-21,0.009049,0.009009,0.009532,0.008824
2018-03-22,0.008724,0.009044,0.00934,0.008347
2018-03-23,0.00878,0.008727,0.00878,0.008188
2018-03-24,0.008396,0.008802,0.008821,0.008396
2018-03-25,0.008455,0.008397,0.00865,0.008305
2018-03-26,0.00789,0.008464,0.008503,0.007557
2018-03-27,0.007253,0.007869,0.007952,0.00722
2018-03-28,0.007208,0.007252,0.007528,0.007121
2018-03-29,0.006216,0.00721,0.007251,0.006145
2018-03-30,0.006359,0.006217,0.006644,0.005905
2018-03-31,0.006368,0.006362,0.006772,0.006304
2018-04-01,0.00613,0.006369,0.006455,0.0058
2018-04-02,0.006239,0.006129,0.006377,0.006074
2018-04-03,0.006724,0.006239,0.006763,0.006149
2018-04-04,0.006125,0.006715,0.006737,0.005982
2018-04-05,0.006166,0.006118,0.006258,0.005926
2018-04-06,0.005984,0.006177,0.006236,0.005885
2018-04-07,0.006227,0.005984,0.006386,0.005972
2018-04-08,0.006489,0.006219,0.006537,0.006219
2018-04-09,0.006436,0.006479,0.006971,0.00627
2018-04-10,0.006718,0.006454,0.006762,0.006333
2018-04-11,0.006959,0.006719,0.00701,0.00667
2018-04-12,0.00766,0.006952,0.007719,0.006414
2018-04-13,0.007632,0.007649,0.008183,0.007471
2018-04-14,0.007782,0.007655,0.007965,0.007543
2018-04-15,0.005631,0.00778,0.008215,0.005569
2018-04-16,0.005405,0.005642,0.005677,0.005275
2018-04-17,0.005322,0.005403,0.005509,0.005298
2018-04-18,0.005553,0.005316,0.005566,0.005302
2018-04-19,0.005983,0.005556,0.006023,0.005518
2018-04-20,0.006504,0.005989,0.006558,0.005896
2018-04-21,0.006396,0.006515,0.006599,0.006085
2018-04-22,0.00656,0.006396,0.0068,0.006256
2018-04-23,0.006774,0.006552,0.006818,0.006544
2018-04-24,0.007372,0.006771,0.007485,0.006771
2018-04-25,0.006433,0.007355,0.007362,0.006246
2018-04-26,0.006902,0.006433,0.00693,0.00625
2018-04-27,0.006708,0.006903,0.007145,0.006675
2018-04-28,0.007121,0.006702,0.00723,0.006671
2018-04-29,0.007191,0.007114,0.00729,0.006933
2018-04-30,0.006796,0.007196,0.007231,0.006741
2018-05-01,0.006818,0.006804,0.006859,0.006388
2018-05-02,0.00699,0.006817,0.007026,0.00675
2018-05-03,0.007919,0.00699,0.008026,0.006981
2018-05-04,0.007981,0.007919,0.008208,0.00773
2018-05-05,0.008323,0.007981,0.008433,0.007946
2018-05-06,0.008065,0.008328,0.008514,0.00767
2018-05-07,0.007676,0.008065,0.008107,0.007022
2018-05-08,0.006965,0.007638,0.007874,1e-05
2018-05-09,0.006992,0.006956,0.007071,0.006606
2018-05-10,0.006728,0.006992,0.007141,0.006723
2018-05-11,0.006283,0.006726,0.006845,0.006194
2018-05-12,0.00628,0.006304,0.006396,0.005934
2018-05-13,0.006713,0.006287,0.006809,0.006159
2018-05-14,0.006699,0.006713,0.006834,0.006315
2018-05-15,0.006486,0.006699,0.006804,0.006393
2018-05-16,0.006471,0.006486,0.006525,0.006214
2018-05-17,0.006121,0.006478,0.006574,0.006056
2018-05-18,0.00744,0.00611,0.007454,0.006016
2018-05-19,0.007465,0.007442,0.007693,0.007318
2018-05-20,0.006537,0.007472,0.007738,0.006501
2018-05-21,0.006131,0.006538,0.00657,0.006117
2018-05-22,0.00565,0.006141,0.00615,0.005623
2018-05-23,0.004602,0.005642,0.005721,0.0045
2018-05-24,0.004479,0.004609,0.004853,0.004295
2018-05-25,0.004342,0.004479,0.004575,0.004222
2018-05-26,0.00467,0.004342,0.004837,0.004296
2018-05-27,0.004537,0.00467,0.004712,0.004422
2018-05-28,0.00405,0.004537,0.004577,0.004007
2018-05-29,0.004466,0.00405,0.004527,0.004043
2018-05-30,0.004353,0.004488,0.004629,0.004288
2018-05-31,0.004228,0.00435,0.004578,0.004142
2018-06-01,0.004237,0.004218,0.004313,0.004128
2018-06-02,0.004319,0.00425,0.004388,0.004203
2018-06-03,0.004531,0.004322,0.004594,0.004316
2018-06-04,0.004324,0.004536,0.004572,0.004243
2018-06-05,0.004452,0.004338,0.004486,0.004214
2018-06-06,0.004856,0.00446,0.004896,0.003781
2018-06-07,0.002306,0.004866,0.00494,0.002282
2018-06-08,0.002285,0.002302,0.002318,0.00226
2018-06-09,0.002853,0.002285,0.004458,0.002285
2018-06-10,0.002517,0.002842,0.002842,0.002412
2018-06-11,0.002554,0.002518,0.002575,0.002451
2018-06-12,0.002374,0.002553,0.002597,0.002327
2018-06-13,0.002685,0.002375,0.002705,0.002231
2018-06-14,0.002923,0.002686,0.00296,0.002593
2018-06-15,0.002748,0.002933,0.002937,0.002727
2018-06-16,0.002802,0.002746,0.002837,0.002729
2018-06-17,0.002797,0.002802,0.002864,0.002784
2018-06-18,0.00292,0.002803,0.002951,0.00275
2018-06-19,0.003037,0.002923,0.00309,0.002905
2018-06-20,0.003024,0.003033,0.003057,0.002916
2018-06-21,0.002967,0.003025,0.003076,0.002944
2018-06-22,0.002604,0.002967,0.002967,0.002534
2018-06-23,0.002654,0.002608,0.002694,0.002565
2018-06-24,0.002552,0.00266,0.002665,0.00236
2018-06-25,0.002573,0.002539,0.002651,0.002496
2018-06-26,0.002411,0.00258,0.002586,0.002405
2018-06-27,0.002458,0.002406,0.002499,0.002351
2018-06-28,0.002346,0.00246,0.002468,0.002325
2018-06-29,0.00236,0.002338,0.002397,0.002211
2018-06-30,0.002458,0.002359,0.002508,0.002359
2018-07-01,0.002448,0.002458,0.002474,0.002409
2018-07-02,0.002582,0.002448,0.00261,0.0
2018-07-03,0.002501,0.002583,0.002635,0.002493
2018-07-04,0.002531,0.002505,0.002583,0.002444
2018-07-05,0.002535,0.002528,0.002591,0.002484
2018-07-06,0.002545,0.00253,0.002569,0.002448
2018-07-07,0.002636,0.002547,0.002646,0.002501
2018-07-08,0.002632,0.002636,0.002682,0.002613
2018-07-09,0.002546,0.002632,0.002642,0.002538
2018-07-10,0.002341,0.00255,0.002562,0.002317
2018-07-11,0.00241,0.002344,0.00242,0.002301
2018-07-12,0.002325,0.002413,0.002413,0.002262
2018-07-13,0.002339,0.002329,0.002394,0.002306
2018-07-14,0.002347,0.00234,0.002379,0.002317
2018-07-15,0.002436,0.002347,0.002464,0.002335
2018-07-16,0.002594,0.002436,0.002602,0.002411
2018-07-17,0.002703,0.002591,0.002769,0.002524
2018-07-18,0.002591,0.002703,0.00279,0.002543
2018-07-19,0.002538,0.002591,0.002621,0.002507
2018-07-20,0.002432,0.002538,0.00254,0.002384
2018-07-21,0.002495,0.002432,0.002536,0.002394
2018-07-22,0.00248,0.002495,0.002555,0.002464
2018-07-23,0.002433,0.002477,0.002545,0.002419
2018-07-24,0.002601,0.002434,0.002624,0.002429
2018-07-25,0.002555,0.002592,0.002626,0.002514
2018-07-26,0.002602,0.002557,0.002624,0.002557
2018-07-27,0.002602,0.002602,0.002602,0.002602
2018-07-28,0.002602,0.002602,0.002602,0.002602
2018-07-29,0.00241,0.002602,0.002602,0.002398
2018-07-30,0.002359,0.002409,0.002422,0.002307
2018-07-31,0.002233,0.002358,0.002363,0.002209
2018-08-01,0.002168,0.002234,0.002246,0.002107
2018-08-02,0.002122,0.00217,0.002191,0.002106
2018-08-03,0.002157,0.002122,0.002168,0.002056
2018-08-04,0.0021,0.002157,0.002164,0.002075
2018-08-05,0.002111,0.002102,0.002135,0.002066
2018-08-06,0.002092,0.002112,0.002132,0.002073
2018-08-07,0.001951,0.002092,0.002121,0.001905
2018-08-08,0.001837,0.00195,0.001964,0.001804
2018-08-09,0.001876,0.001838,0.001911,0.001812
2018-08-10,0.001714,0.001877,0.001888,0.001686
