,MSE,RMSE,MAE,MAPE,R2
0,3156544.189395845,1776.6661853228488,1396.9586444444449,0.039378131398323024,0.42508708296643477
1,1115744.2715916447,1056.173398956765,862.2570430107525,0.024861229763106785,0.8833661976541193
2,2104187.7925233324,1450.5731469245777,1196.0352903225805,0.026341574544524127,0.7954684423869285
3,3211137.067196785,1791.9637543400534,1335.8143222222216,0.029426821065090786,0.6632236145808121
4,3835922.301957149,1958.5138906067011,1562.4206774193544,0.027082134038061405,0.8448167426648064
5,3791680.428881098,1947.221273244004,1514.1840333333328,0.025301069434801607,0.7061969638943405
6,2588342.5185204726,1608.7432452754763,1188.7267526881717,0.024329589083329693,0.6357399567672569
7,1219420.111110216,1104.266151210977,751.6914408602152,0.018624055945101272,0.8954339698177843
8,2941148.395185383,1714.9702795058777,1188.888571428571,0.029181016689192252,0.5289027626767748
9,1726727.8171050858,1314.0411838535838,992.7084408602153,0.02395661835415062,0.7936990531657379
10,1117593.3558250775,1057.0859683101041,861.2487444444442,0.021079658988456883,0.8212698744861071
11,1972915.7909138715,1404.55637825327,1052.507461538462,0.03314928633989737,0.8437667847756147
Mean,2398447.0033504968,1515.397904650353,1158.6201185477305,0.026892598803669652,0.7364142871530598
