TIMESTAMP,OBT13914_OPEN_PRICE_USD,OBT13914_HIGH_PRICE_USD,OBT13914_LOW_PRICE_USD,OBT13914_CLOSE_PRICE_USD,OBT13914_VOLUME_USD,OBT13914_DIVIDENDS_USD,OBT13914_STOCK_SPLITS_USD
2021-11-10 00:00:00+00:00,0.27361199259757996,0.2950040102005005,0.26349401473999023,0.26617899537086487,11730,0.0,0.0
2021-11-11 00:00:00+00:00,0.2663710117340088,0.2793149948120117,0.2556299865245819,0.2786700129508972,9185,0.0,0.0
2021-11-12 00:00:00+00:00,0.27891799807548523,0.2839890122413635,0.26814600825309753,0.27510300278663635,186,0.0,0.0
2021-11-13 00:00:00+00:00,0.2750470042228699,0.29361799359321594,0.2727909982204437,0.28651899099349976,2280,0.0,0.0
2021-11-14 00:00:00+00:00,0.28734201192855835,0.30772900581359863,0.27700498700141907,0.2815609872341156,5591,0.0,0.0
2021-11-15 00:00:00+00:00,0.2813259959220886,0.2881090044975281,0.25668999552726746,0.2624399960041046,6728,0.0,0.0
2021-11-16 00:00:00+00:00,0.2622550129890442,1.9075369834899902,0.0,0.24283599853515625,0,0.0,0.0
2021-11-17 00:00:00+00:00,0.24277399480342865,0.42357298731803894,0.0,0.26867198944091797,4463,0.0,0.0
2021-11-18 00:00:00+00:00,0.268792986869812,0.27851998805999756,0.2569909989833832,0.26162898540496826,1678,0.0,0.0
2021-11-19 00:00:00+00:00,0.2617200016975403,0.28022098541259766,0.2616739869117737,0.2799629867076874,0,0.0,0.0
2021-11-20 00:00:00+00:00,0.2800700068473816,0.2876479923725128,0.27778899669647217,0.2850779891014099,1298,0.0,0.0
2021-11-21 00:00:00+00:00,0.28499698638916016,0.2863520085811615,0.26904600858688354,0.2798449993133545,12539,0.0,0.0
2021-11-22 00:00:00+00:00,0.2797439992427826,0.2918980121612549,0.23939399421215057,0.24048300087451935,10157,0.0,0.0
2021-11-23 00:00:00+00:00,0.2404879927635193,0.24352499842643738,0.18828700482845306,0.20059899985790253,11033,0.0,0.0
2021-11-24 00:00:00+00:00,0.20069000124931335,0.20917999744415283,0.19236700236797333,0.19731199741363525,8465,0.0,0.0
2021-11-25 00:00:00+00:00,0.19411499798297882,0.23523999750614166,0.18653500080108643,0.20347699522972107,6383,0.0,0.0
2021-11-26 00:00:00+00:00,0.20654499530792236,0.22825099527835846,0.18238100409507751,0.22631199657917023,7635,0.0,0.0
2021-11-27 00:00:00+00:00,0.22606000304222107,0.23112699389457703,0.22584499418735504,0.22746099531650543,0,0.0,0.0
2021-11-28 00:00:00+00:00,0.2275789976119995,0.2378620058298111,0.22376400232315063,0.2378620058298111,0,0.0,0.0
2021-11-29 00:00:00+00:00,0.23783700168132782,0.343860000371933,0.2376060038805008,0.3434619903564453,25665,0.0,0.0
