TIMESTAMP,TURBOS_OPEN_PRICE_USD,TURBOS_HIGH_PRICE_USD,TURBOS_LOW_PRICE_USD,TURBOS_CLOSE_PRICE_USD,TURBOS_VOLUME_USD,TURBOS_DIVIDENDS_USD,TURBOS_STOCK_SPLITS_USD
2023-05-15 00:00:00+00:00,0.005807999987155199,0.006351999938488007,0.005787000060081482,0.006093999836593866,6636434,0.0,0.0
2023-05-16 00:00:00+00:00,0.006089000031352043,0.006089000031352043,0.004075999837368727,0.004207999911159277,1259983,0.0,0.0
2023-05-17 00:00:00+00:00,0.004215000197291374,0.005067999940365553,0.003338000038638711,0.004366000182926655,1438527,0.0,0.0
2023-05-18 00:00:00+00:00,0.004377999808639288,0.004563999827951193,0.0036689999978989363,0.003829000052064657,517000,0.0,0.0
2023-05-19 00:00:00+00:00,0.003837000112980604,0.003978999797254801,0.0034169999416917562,0.0035490000154823065,282953,0.0,0.0
2023-05-20 00:00:00+00:00,0.0035500000230968,0.003751999931409955,0.003435000078752637,0.0036039999686181545,241210,0.0,0.0
2023-05-21 00:00:00+00:00,0.0036039999686181545,0.004282999783754349,0.003524000057950616,0.0036780000664293766,631527,0.0,0.0
2023-05-22 00:00:00+00:00,0.0036689999978989363,0.00369199994020164,0.003367000026628375,0.0034050000831484795,178732,0.0,0.0
2023-05-23 00:00:00+00:00,0.003406000090762973,0.0035349999088793993,0.0032140000257641077,0.003283000085502863,164950,0.0,0.0
2023-05-24 00:00:00+00:00,0.003283000085502863,0.0033030000049620867,0.0027759999502450228,0.0027830000035464764,113067,0.0,0.0
2023-05-25 00:00:00+00:00,0.0027830000035464764,0.0028009999077767134,0.0024560000747442245,0.002486000070348382,131697,0.0,0.0
2023-05-26 00:00:00+00:00,0.002486000070348382,0.002512000035494566,0.0022150001022964716,0.002300000051036477,83116,0.0,0.0
2023-05-27 00:00:00+00:00,0.002300000051036477,0.002581000095233321,0.002251999918371439,0.002400999888777733,94661,0.0,0.0
2023-05-28 00:00:00+00:00,0.0024019998963922262,0.002500999951735139,0.0021720000077039003,0.0023189999628812075,100701,0.0,0.0
2023-05-29 00:00:00+00:00,0.002319999970495701,0.0030429998878389597,0.0023139999248087406,0.0027860000263899565,294879,0.0,0.0
2023-05-30 00:00:00+00:00,0.0027830000035464764,0.0028150000143796206,0.0025140000507235527,0.0025569999124854803,76852,0.0,0.0
2023-05-31 00:00:00+00:00,0.0025569999124854803,0.0025969999842345715,0.00240899994969368,0.0024270000867545605,38996,0.0,0.0
2023-06-01 00:00:00+00:00,0.002428000094369054,0.002469999948516488,0.0023060000967234373,0.002365000080317259,35088,0.0,0.0
