,MSE,MAE,RMSE,MAPE,R2
0,0.0009313450363612001,0.026385681830386167,0.03051786588537723,0.04954906101912767,0.8233314102058045
1,0.00047029814357693334,0.01682668729476983,0.0216863496599745,0.033822109921143866,0.7701864063854363
2,0.0009767924892691998,0.025051331905136396,0.031253665184188435,0.0339227964100395,0.6918710094767174
3,0.002133621932053433,0.0371958847401668,0.0461911379967834,0.04767198640424807,0.7203582851198619
4,0.0012524693269990667,0.028432768571969535,0.035390226737638,0.030819222702054266,0.7992943185967016
5,0.0021360059720270668,0.03699294595461194,0.04621681178039377,0.035469166035729034,0.24553656904226673
6,0.0013519033465092334,0.0293536708399095,0.03676822021845827,0.030434863975499032,0.5568195983432681
7,0.000990173787965067,0.0245650465592591,0.031467013309564904,0.0347696867218011,0.9167649287956326
8,0.0011325949261661668,0.0256031061759871,0.033654022363657304,0.037310839125134936,0.5180417544641367
9,0.00047230141451793333,0.017867158146489568,0.021732462817953865,0.026749781480471902,0.8962732793121032
10,0.0005920329823669,0.019522435796820697,0.024331716808083336,0.026718321721923136,0.767803714706003
11,0.0008364662501953333,0.0245504356549215,0.028921719700767134,0.0482110000515997,0.8904428853475451
Mean,0.0011063338006672945,0.026028929455869012,0.03234426770523668,0.03628740296406435,0.7163936799829563
