TIMESTAMP,KIMBO_OPEN_PRICE_USD,KIMBO_HIGH_PRICE_USD,KIMBO_LOW_PRICE_USD,KIMBO_CLOSE_PRICE_USD,KIMBO_VOLUME_USD,KIMBO_DIVIDENDS_USD,KIMBO_STOCK_SPLITS_USD
2023-12-25 00:00:00+00:00,5.6000000768108293e-05,0.00013099999341648072,5.0999999075429514e-05,0.00012099999730708078,6526184,0.0,0.0
2023-12-26 00:00:00+00:00,0.00011899999663000926,0.00015100000018719584,7.400000322377309e-05,9.000000136438757e-05,5941358,0.0,0.0
2023-12-27 00:00:00+00:00,9.000000136438757e-05,9.200000204145908e-05,5.900000178371556e-05,7.000000186963007e-05,4113651,0.0,0.0
2023-12-28 00:00:00+00:00,7.000000186963007e-05,0.00011100000119768083,6.399999983841553e-05,6.600000051548705e-05,4211152,0.0,0.0
2023-12-29 00:00:00+00:00,6.600000051548705e-05,0.00016199999663513154,6.500000017695129e-05,0.00012700000661425292,7634620,0.0,0.0
2023-12-30 00:00:00+00:00,0.00015300000086426735,0.0002410000015515834,0.00011300000187475234,0.00021699999342672527,8717051,0.0,0.0
2023-12-31 00:00:00+00:00,0.00021699999342672527,0.00036199999158270657,0.000195999993593432,0.00022499999613501132,11217539,0.0,0.0
2024-01-01 00:00:00+00:00,0.00022899999748915434,0.0003000000142492354,0.00021100000594742596,0.00023600000713486224,6125935,0.0,0.0
2024-01-02 00:00:00+00:00,0.00023600000713486224,0.00023600000713486224,0.00016799999866634607,0.00016799999866634607,5833062,0.0,0.0
2024-01-03 00:00:00+00:00,0.00016799999866634607,0.00017499999376013875,0.0001250000059371814,0.00014000000373926014,5467673,0.0,0.0
2024-01-04 00:00:00+00:00,0.00014000000373926014,0.00019799999427050352,0.00013600000238511711,0.00016700000560376793,5593681,0.0,0.0
2024-01-05 00:00:00+00:00,0.00016700000560376793,0.00017499999376013875,0.00014099999680183828,0.00014600000577047467,3379656,0.0,0.0
2024-01-06 00:00:00+00:00,0.00014600000577047467,0.00014699999883305281,0.00012099999730708078,0.00013299999409355223,2678279,0.0,0.0
2024-01-07 00:00:00+00:00,0.0001340000017080456,0.00014600000577047467,0.0001250000059371814,0.0001250000059371814,1781033,0.0,0.0
2024-01-08 00:00:00+00:00,0.0001250000059371814,0.00014000000373926014,0.00010800000018207356,0.00013499999477062374,3076657,0.0,0.0
2024-01-09 00:00:00+00:00,0.00013499999477062374,0.00014000000373926014,0.00010800000018207356,0.00011700000322889537,3250994,0.0,0.0
2024-01-10 00:00:00+00:00,0.00011700000322889537,0.00014600000577047467,0.00011200000153621659,0.00014600000577047467,3968959,0.0,0.0
2024-01-11 00:00:00+00:00,0.00014600000577047467,0.00015900000289548188,0.00013800000306218863,0.00014099999680183828,4573286,0.0,0.0
2024-01-12 00:00:00+00:00,0.00014099999680183828,0.00014899999951012433,0.00012799999967683107,0.00014600000577047467,3943896,0.0,0.0
2024-01-13 00:00:00+00:00,0.00014600000577047467,0.00015300000086426735,0.00011000000085914508,0.00013600000238511711,3816897,0.0,0.0
2024-01-14 00:00:00+00:00,0.00013600000238511711,0.00014200000441633165,0.00012799999967683107,0.00013299999409355223,1668136,0.0,0.0
