TIMESTAMP,GOFX_OPEN_PRICE_USD,GOFX_HIGH_PRICE_USD,GOFX_LOW_PRICE_USD,GOFX_CLOSE_PRICE_USD,GOFX_VOLUME_USD,GOFX_DIVIDENDS_USD,GOFX_STOCK_SPLITS_USD
2021-11-03 00:00:00+00:00,0.31314200162887573,0.32706698775291443,0.27125099301338196,0.2729470133781433,1450451,0.0,0.0
2021-11-04 00:00:00+00:00,0.2729420065879822,0.29124900698661804,0.2598940134048462,0.2642250061035156,1055056,0.0,0.0
2021-11-05 00:00:00+00:00,0.26412901282310486,0.2913089990615845,0.26319900155067444,0.26757198572158813,897580,0.0,0.0
2021-11-06 00:00:00+00:00,0.2676149904727936,0.27261799573898315,0.2430569976568222,0.24886199831962585,838764,0.0,0.0
2021-11-07 00:00:00+00:00,0.2489060014486313,0.2716839909553528,0.24131999909877777,0.24637100100517273,828363,0.0,0.0
2021-11-08 00:00:00+00:00,0.24643200635910034,0.2721790075302124,0.24518799781799316,0.250328004360199,1051720,0.0,0.0
2021-11-09 00:00:00+00:00,0.25030601024627686,0.255638986825943,0.24180200695991516,0.2516869902610779,782135,0.0,0.0
2021-11-10 00:00:00+00:00,0.2516869902610779,0.2783530056476593,0.22916699945926666,0.25714701414108276,900495,0.0,0.0
2021-11-11 00:00:00+00:00,0.25710898637771606,0.30379199981689453,0.24079300463199615,0.30379199981689453,1275759,0.0,0.0
2021-11-12 00:00:00+00:00,0.3035010099411011,0.4205540120601654,0.30251699686050415,0.41300898790359497,2835788,0.0,0.0
2021-11-13 00:00:00+00:00,0.4134629964828491,0.479653000831604,0.3739979863166809,0.37433600425720215,1755701,0.0,0.0
2021-11-14 00:00:00+00:00,0.37431100010871887,0.37431100010871887,0.3101919889450073,0.3105759918689728,637817,0.0,0.0
2021-11-15 00:00:00+00:00,0.3105520009994507,0.310683012008667,0.2728100121021271,0.2810490131378174,769555,0.0,0.0
2021-11-16 00:00:00+00:00,0.2814289927482605,0.29488900303840637,0.2538740038871765,0.26694801449775696,796483,0.0,0.0
