TIMESTAMP,GUM_OPEN_PRICE_USD,GUM_HIGH_PRICE_USD,GUM_LOW_PRICE_USD,GUM_CLOSE_PRICE_USD,GUM_VOLUME_USD,GUM_DIVIDENDS_USD,GUM_STOCK_SPLITS_USD
2021-02-03 00:00:00+00:00,0.8371999859809875,1.2629499435424805,0.8329610228538513,0.8549960255622864,4675790,0.0,0.0
2021-02-04 00:00:00+00:00,0.8550270199775696,0.9318280220031738,0.5413299798965454,0.5483530163764954,2036283,0.0,0.0
2021-02-05 00:00:00+00:00,0.5483689904212952,0.91908198595047,0.5441359877586365,0.8487820029258728,1675766,0.0,0.0
2021-02-06 00:00:00+00:00,0.8490980267524719,0.8580340147018433,0.6231819987297058,0.6932730078697205,1116292,0.0,0.0
2021-02-07 00:00:00+00:00,0.6932089924812317,0.7167569994926453,0.6186529994010925,0.6779940128326416,1122478,0.0,0.0
2021-02-08 00:00:00+00:00,0.6780589818954468,0.8066970109939575,0.6639519929885864,0.7160360217094421,1727290,0.0,0.0
2021-02-09 00:00:00+00:00,0.7159309983253479,0.7920230031013489,0.666575014591217,0.7076169848442078,1240927,0.0,0.0
2021-02-10 00:00:00+00:00,0.7077630162239075,0.7233390212059021,0.5839740037918091,0.6028469800949097,745627,0.0,0.0
2021-02-11 00:00:00+00:00,0.6028469800949097,0.6738499999046326,0.5658209919929504,0.5811200141906738,1093050,0.0,0.0
2021-02-12 00:00:00+00:00,0.5811899900436401,0.6400259733200073,0.5717359781265259,0.6302059888839722,1035001,0.0,0.0
2021-02-13 00:00:00+00:00,0.6300380229949951,0.7750570178031921,0.5732439756393433,0.7412499785423279,1227497,0.0,0.0
2021-02-14 00:00:00+00:00,0.7411980032920837,1.1565589904785156,0.7196239829063416,1.1564970016479492,2016386,0.0,0.0
2021-02-15 00:00:00+00:00,1.156046986579895,1.1922199726104736,0.8556820154190063,0.9686939716339111,1741595,0.0,0.0
2021-02-16 00:00:00+00:00,0.9696930050849915,1.0641369819641113,0.8008570075035095,0.8501729965209961,1441146,0.0,0.0
2021-02-17 00:00:00+00:00,0.849727988243103,1.2100969552993774,0.8463220000267029,0.9717990159988403,1796824,0.0,0.0
2021-02-18 00:00:00+00:00,0.9719150066375732,1.1180800199508667,0.7821630239486694,1.0207550525665283,1707187,0.0,0.0
2021-02-19 00:00:00+00:00,1.0207589864730835,1.030426025390625,0.8162490129470825,0.986952006816864,1729887,0.0,0.0
2021-02-20 00:00:00+00:00,0.9869620203971863,1.0644010305404663,0.9002869725227356,0.9372010231018066,1345983,0.0,0.0
2021-02-21 00:00:00+00:00,0.9372730255126953,1.02108895778656,0.8842750191688538,0.9332330226898193,1410728,0.0,0.0
2021-02-22 00:00:00+00:00,0.9329919815063477,1.123998999595642,0.8894550204277039,1.098821997642517,1834625,0.0,0.0
2021-02-23 00:00:00+00:00,1.0989190340042114,1.1053919792175293,0.7645649909973145,0.9174420237541199,1290269,0.0,0.0
