TIMESTAMP,ETH_OPEN_PRICE_USD,ETH_HIGH_PRICE_USD,ETH_LOW_PRICE_USD,ETH_CLOSE_PRICE_USD,ETH_FIRST_TRADE_PRICE_USD,ETH_HIGH_TRADE_PRICE_USD,ETH_LOW_TRADE_PRICE_USD,ETH_LAST_TRADE_PRICE_USD,ETH_TOTAL_TRADE_COUNT,ETH_TOTAL_TRADES_BUY,ETH_TOTAL_TRADES_SELL,ETH_VOLUME_USD,ETH_QUOTE_VOLUME,ETH_VOLUME_BUY,ETH_QUOTE_VOLUME_BUY,ETH_VOLUME_SELL,ETH_QUOTE_VOLUME_SELL,ETH_MARKET_CAP_USD_PER_ETHERSCAN,ETH_SUPPLY_PER_ETHERSCAN,ETH_VOLUME_USD_PER_CMC,ETH_MARKET_CAP_USD_PER_CMC
2017-07-23,232.01,236.57,219.0,228.15,,,,,,,,,,,,,,21348819694.96,93503940.5,649614976.0,21127295408.6
2017-07-24,228.15,232.56,223.64,226.59,,,,,,,,,,,,,,21088693306.12125,93527999.40625,431691008.0,21016755176.6
2017-07-25,226.59,227.69,190.49,202.7,,,,,,,,,,,,,,19046392577.00437,93552692.0625,1095760000.0,19338262506.3
2017-07-26,202.7,209.59,191.76,203.33,,,,,,,,,,,,,,18984943768.84,93577207.0625,717692032.0,19085332800.0
2017-07-27,203.33,207.0,197.86,202.54,,,,,,,,,,,,,,18994564513.725933,93601559.71875,393283008.0,19124468250.3
2017-07-28,202.54,204.19,188.1,191.2,,,,,,,,,,,,,,17902274282.54875,93626244.875,562571008.0,18081289102.8
2017-07-29,191.2,213.0,176.95,206.76,,,,,,,,,,,,,,19305163002.4825,93650737.375,824355008.0,19272280500.2
2017-07-30,206.76,210.76,192.21,195.31,,,,,,,,,,,,,,18433456041.049374,93675455.03125,596233984.0,18545669553.6
2017-07-31,195.31,201.5,188.12,200.81,,,,,,,,,,,,,,18864523078.12125,93699513.625,569414016.0,19102596754.5
2017-08-01,200.81,232.59,200.8,225.97,,,,,,,,,,,,,,21171559011.77813,93720934.09375,1585330048.0,21252988046.8
2017-08-02,225.97,229.7,215.0,218.0,,,,,,,,,,,,,,20447020178.89125,93742069.40625,632606016.0,20620858653.94
2017-08-03,218.0,228.2,217.07,224.79,,,,,,,,,,,,,,21039487605.966877,93763035.8125,557217024.0,21128736917.8
2017-08-04,224.79,228.3,218.66,220.73,,,,,,,,,,,,,,20688825583.2375,93784340.8125,539782976.0,20920682038.0
2017-08-05,220.73,259.9,219.23,253.87,,,,,,,,,,,,,,23741241239.70125,93805528.625,1332999936.0,24061766193.9
2017-08-06,253.87,271.5,251.0,264.29,,,,,,,,,,,,,,24822816686.78,93826794.25,1482979968.0,24541904158.6
2017-08-07,264.29,274.6,257.32,269.51,,,,,,,,,,,,,,25333441364.42625,93848415.8125,935726976.0,25262099071.4
2017-08-08,269.51,299.5,265.0,295.83,,,,,,,,,,,,,,27833408859.07375,93870051.125,1502409984.0,27857712298.9
2017-08-09,295.83,316.0,277.0,293.99,,,,,,,,,,,,,,27724364946.04,93891780.5,2638579968.0,27794475648.4
2017-08-10,293.99,310.05,287.6,295.97,,,,,,,,,,,,,,28012442494.890003,93913244.25,1076819968.0,27788165831.7
2017-08-11,295.97,310.42,294.0,308.81,,,,,,,,,,,,,,29056019447.71625,93935146.28125,953576000.0,29013166488.9
2017-08-12,308.81,319.78,299.0,307.22,,,,,,,,,,,,,,28940655844.71937,93957067.21875,1111650048.0,29183139234.1
2017-08-13,307.22,308.0,285.21,296.64,,,,,,,,,,,,,,27876081207.431877,93979101.90625,1369369984.0,28011760530.6
2017-08-14,296.64,306.48,293.99,298.22,,,,,,,,,,,,,,28121381051.748756,94001140.03125,864390976.0,28209451116.8
2017-08-15,298.22,299.91,272.29,286.0,,,,,,,,,,,,,,26939574369.67875,94023364.40625,1051800000.0,27249639651.1
2017-08-16,286.0,304.0,279.94,301.34,,,,,,,,,,,,,,28343562439.90875,94045930.1875,967643008.0,28426961862.9
2017-08-17,301.13,312.18,298.0,302.0,301.13,312.18,298.0,302.0,4522.0,3951.0,571.0,7030.71034,2154655.3003566,6224.58999,1908705.3685302,806.12035,245949.9318264,28248759485.82188,94068463.15625,909494016.0,28357573570.0
2017-08-18,302.0,311.79,283.94,293.96,302.0,311.79,283.94,293.96,5658.0,4187.0,1471.0,9537.84646,2858946.5093539,7452.43542,2240813.2612264,2085.41104,618133.2481275,27532842178.1475,94090773.625,936160000.0,27812276026.1
2017-08-19,293.31,299.9,278.0,290.91,293.31,299.9,278.0,290.91,1795.0,1278.0,517.0,2146.19773,620022.5898617,1537.9755,444713.6122086,608.22223,175308.9776531,27577090300.76,94113338.0,860201984.0,27995885730.5
2017-08-20,289.41,300.53,282.85,299.1,289.41,300.53,282.85,299.1,2038.0,1701.0,337.0,2510.13871,742847.8945599,2186.68739,647506.0620205,323.45132,95341.8325394,28071197303.1,94135470.5,571947008.0,28375046490.7
2017-08-21,299.1,346.52,294.6,323.29,299.1,346.52,294.6,323.29,3925.0,2855.0,1070.0,5219.44542,1689472.341214,4004.19967,1297977.4231142,1215.24575,391494.9180998,30304821910.12031,94158216.28125,2448969984.0,30280406340.3
2017-08-22,321.04,330.41,144.21,309.8,321.04,330.41,144.21,309.8,6577.0,4172.0,2405.0,7956.35088,2454425.8033137,4433.78132,1364472.488333,3522.56956,1089953.3149807,29513418160.84437,94180738.9375,1336400000.0,29646659313.6
2017-08-23,312.25,324.99,309.41,315.74,312.25,324.99,309.41,315.74,8540.0,2358.0,6182.0,8665.72569,2753464.9450408,2282.23633,728206.9176149,6383.48936,2025258.0274259,29900142952.7625,94203348.9375,811990016.0,29911326161.9
2017-08-24,315.74,328.04,314.01,323.42,315.74,328.04,314.01,323.42,6495.0,2114.0,4381.0,6753.27192,2159417.1141537,1901.90029,610929.1471679,4851.37163,1548487.9669858,30649794459.865,94225880.65625,697665024.0,30680964299.9
2017-08-25,323.42,338.28,323.42,327.24,323.42,338.28,323.42,327.24,7452.0,4179.0,3273.0,7125.96962,2354162.038294,2595.82561,859314.6835184,4530.14401,1494847.3547756,31106406156.46125,94244701.4375,760329024.0,31281210162.4
2017-08-26,327.24,335.44,323.41,330.79,327.24,335.44,323.41,330.79,4400.0,1023.0,3377.0,4877.68521,1601994.3773166,941.99655,311132.2631003,3935.68866,1290862.1142163,31376471126.433125,94263267.21875,514180992.0,31472781161.6
2017-08-27,332.18,348.13,330.73,348.13,332.18,348.13,330.73,348.13,4973.0,1752.0,3221.0,4635.43715,1554477.3581603,1166.20029,392130.1151986,3469.23686,1162347.2429617,32798788306.927498,94281902.6875,633369984.0,32799991738.8
2017-08-28,348.11,351.0,331.95,346.0,348.13,351.0,331.95,346.0,4526.0,1527.0,2999.0,4279.1817,1463758.1691041,1114.26279,383473.9889103,3164.91891,1080284.1801938,32784452086.801872,94300328.15625,854318976.0,32792635350.2
2017-08-29,347.0,377.6,346.0,374.7,347.0,377.6,346.0,374.7,3265.0,1023.0,2242.0,3032.13425,1102069.6205809,923.16784,334768.8104693,2108.96641,767300.8101116,35119831685.15937,94319408.3125,1220029952.0,34961063278.1
2017-08-30,374.7,393.71,362.05,385.93,374.7,393.71,362.05,385.93,4812.0,1099.0,3713.0,4446.59608,1679526.2125115,1285.37799,487837.7447577,3161.21809,1191688.4677538,36212719882.68937,94338352.21875,1333319936.0,35705639884.6
2017-08-31,384.64,389.36,377.78,384.79,384.64,389.36,377.78,384.79,4574.0,1339.0,3235.0,4435.86855,1704441.3942666,1432.19381,550808.610884,3003.67474,1153632.7833826,36641699754.29313,94357118.3125,706254016.0,36142706813.6
2017-09-01,386.44,394.39,383.18,388.46,384.88,394.39,383.18,388.46,4124.0,1453.0,2671.0,4198.68434,1635227.6137661,1564.05531,609630.9497713,2634.62903,1025596.6639948,36940633443.841255,94375947.6875,874222016.0,36593410761.0
2017-09-02,388.58,394.32,320.08,343.14,388.58,394.32,320.08,343.14,8217.0,2121.0,6096.0,8240.32724,2904008.4613861,2460.66776,868487.2833919,5779.65948,2035521.1779942,33135405174.061874,94394795.8125,1483600000.0,32942250737.6
2017-09-03,343.56,367.28,320.08,341.77,343.56,367.28,320.08,341.77,6153.0,2143.0,4010.0,5253.62211,1801702.6178029,2240.91753,767938.2521776,3012.70458,1033764.3656253,33276016168.02969,94413437.84375,986265984.0,32807142041.2
2017-09-04,339.29,344.55,267.94,283.77,339.29,344.55,267.94,283.77,7403.0,3121.0,4282.0,6737.81061,2002446.181802,2954.16805,877011.1066647,3783.64256,1125435.0751373,28679107409.31875,94432358.9375,1801689984.0,27873682151.2
2017-09-05,286.81,321.52,235.55,312.09,286.81,321.52,235.55,312.09,8999.0,4180.0,4819.0,8344.41924,2397490.9178386,4312.97282,1251958.9913116,4031.44642,1145531.926527,30029897252.013752,94451460.1875,1551049984.0,29562162666.3
2017-09-06,313.29,336.34,312.09,335.0,314.48,336.34,312.09,335.0,7089.0,1937.0,5152.0,5486.30988,1793962.8584994,2183.65363,713126.1017199,3302.65625,1080836.7567795,32017890503.02875,94470348.46875,1058830016.0,31584914370.2
2017-09-07,335.01,342.5,320.17,334.49,335.0,342.5,320.17,334.49,2635.0,1124.0,1511.0,3103.89745,1027135.6869524,1321.09841,438034.1732964,1782.79904,589101.513656,31688937284.89125,94489481.125,718624000.0,31127463389.8
2017-09-08,334.49,335.1,272.0,302.99,334.49,335.1,272.0,302.99,3227.0,1635.0,1592.0,4915.75693,1494309.8866163,2306.94838,698362.8493954,2608.80855,795947.0372209,28987723282.41,94508748.3125,1098780032.0,28021550341.3
2017-09-09,300.01,307.0,281.66,296.74,300.01,307.0,281.66,296.74,1956.0,1251.0,705.0,2740.58822,813750.3589359,1755.91508,520754.9145735,984.67314,292995.4443624,28716595529.840317,94527784.09375,528620992.0,27829435117.5
2017-09-10,296.72,302.78,261.03,293.5,296.72,302.78,261.03,293.5,2494.0,967.0,1527.0,4156.45099,1181903.7721999,2282.40311,651266.4580305,1874.04788,530637.3141694,28289339902.57844,94546772.84375,698326016.0,27300089799.4
2017-09-11,293.51,304.98,285.21,297.3,293.51,304.98,285.21,297.3,3490.0,1638.0,1852.0,4829.64647,1436811.8161569,2412.24221,718382.7521632,2417.40426,718429.0639937,28175826162.428123,94565618.9375,571307008.0,27852586150.0
2017-09-12,297.78,316.46,286.01,293.96,297.78,316.46,286.01,293.96,5279.0,2244.0,3035.0,5176.31402,1573452.4124519,2207.60465,671349.2542697,2968.70937,902103.1581822,27817428335.76875,94584931.4375,753144000.0,27568017612.9
2017-09-13,293.93,294.5,257.05,276.91,293.93,294.5,257.05,276.91,4527.0,2596.0,1931.0,6451.22836,1761080.8976069,3264.55673,890399.3695974,3186.67163,870681.5280095,26095520389.62,94603829.71875,921692032.0,26215830135.1
2017-09-14,275.76,283.77,215.0,215.21,275.76,283.77,215.0,215.21,8166.0,2392.0,5774.0,12601.95676,3110767.7805647,4455.23882,1100931.1454267,8146.71794,2009836.635138,21114202864.310623,94623119.40625,1184589952.0,20240633669.4
2017-09-15,217.0,270.93,192.0,253.0,217.0,270.93,192.0,253.0,9198.0,3619.0,5579.0,14223.8953,3319311.826735,5945.8076,1386660.0368027,8278.0877,1932651.7899323,24566394169.25062,94642655.8125,1935699968.0,23704566169.9
2017-09-16,255.99,271.81,235.51,249.31,255.99,271.81,235.51,249.31,8859.0,3827.0,5032.0,10362.06011,2647152.3723708,3866.60141,995005.3267045,6495.4587,1652147.0456663,24090530797.390312,94661993.78125,711737024.0,23336257867.7
2017-09-17,249.32,264.39,239.02,257.55,249.32,264.39,239.02,257.55,5277.0,1475.0,3802.0,4614.53337,1149704.2949294,1442.00382,360268.4738608,3172.52955,789435.8210686,24465626165.95,94681215.8125,427452000.0,23835888182.5
2017-09-18,257.53,306.22,257.11,294.57,257.53,306.22,257.11,294.57,3440.0,1681.0,1759.0,4125.97051,1182937.633574,2342.68408,669740.5214988,1783.28643,513197.1120752,28176174550.143124,94700280.8125,1127750016.0,27794233413.2
2017-09-19,296.0,300.0,277.41,284.0,296.0,300.0,277.41,284.0,1896.0,740.0,1156.0,1869.90852,535773.5652001,789.82937,226839.7065421,1080.07915,308933.858658,26805662020.09375,94719653.78125,646908992.0,26787085257.8
2017-09-20,284.01,294.0,275.91,282.0,284.0,294.0,275.91,282.0,1431.0,661.0,770.0,1060.56734,302739.7337531,566.64637,162290.4185872,493.92097,140449.3151659,26864144282.9925,94738835.8125,421404000.0,26881372918.4
2017-09-21,285.1,287.0,252.1,257.0,285.11,287.0,252.1,257.0,2751.0,987.0,1764.0,1912.55583,516193.1970608,579.77742,156157.9954675,1332.77841,360035.2015933,24425814052.827187,94758172.21875,601265984.0,24502550354.3
2017-09-22,258.0,272.97,253.01,264.0,258.0,272.97,253.01,264.0,2144.0,711.0,1433.0,1464.5125,382962.217943,612.61937,160401.2878139,851.89313,222560.9301291,24919853423.73875,94773915.8125,430080992.0,25049676631.9
2017-09-23,259.99,286.23,255.11,285.93,259.99,286.23,255.11,285.93,3901.0,1003.0,2898.0,2824.33572,788810.3244239,841.43467,233418.256899,1982.90105,555392.0675249,27122902024.835625,94788921.59375,450934016.0,27125537826.4
2017-09-24,286.5,294.61,275.0,282.0,286.5,294.61,275.0,282.0,8022.0,2052.0,5970.0,5575.54422,1582877.4871329,1314.52754,373569.556758,4261.01668,1209307.9303749,26791718635.8,94804383.0,571411008.0,26780610986.1
2017-09-25,282.0,299.0,281.34,294.42,282.0,299.0,281.34,294.42,9165.0,3141.0,6024.0,5870.48035,1705551.9921018,1950.58866,567363.4490881,3919.89169,1138188.5430137,27961250807.31375,94819257.375,483160992.0,27718684464.8
2017-09-26,294.42,296.81,286.24,287.9,294.42,296.81,286.24,287.9,7329.0,1512.0,5817.0,4566.92804,1332125.1654396,1073.93969,313528.6412562,3492.98835,1018596.5241834,27373019761.12,94834464.25,345800992.0,27259015800.1
2017-09-27,289.91,313.0,286.13,309.74,289.91,313.0,286.13,309.74,8208.0,1307.0,6901.0,5518.10382,1641896.8743651,1276.45702,380606.4657897,4241.6468,1261290.4085754,29400615860.302185,94849875.34375,550243968.0,29068342955.7
2017-09-28,309.81,311.81,296.89,302.44,309.81,311.81,296.89,302.44,10534.0,2874.0,7660.0,6600.90922,2009233.8887105,2210.54916,674345.9209191,4390.36006,1334887.9677914,28722237692.825623,94864873.3125,501894016.0,28379292200.9
2017-09-29,302.44,303.0,274.0,292.22,302.44,303.0,274.0,292.22,13098.0,4769.0,8329.0,11089.19902,3213725.0903979,5176.62946,1501566.8615152,5912.56956,1712158.2288827,27759910178.22125,94879725.8125,541374976.0,27654290279.9
2017-09-30,292.62,307.49,292.22,304.36,292.62,307.49,292.22,304.36,8168.0,2142.0,6026.0,4020.60795,1214456.8380462,1645.11941,497660.508059,2375.48854,716796.3299872,28731255366.120934,94894657.21875,332439008.0,28607406297.7
2017-10-01,305.13,306.0,294.0,303.95,305.13,306.0,294.0,303.95,8900.0,1788.0,7112.0,5060.05758,1518988.30299,1496.73509,449595.1195591,3563.32249,1069393.1834309,28847830632.50625,94909789.875,306184992.0,28694730559.4
2017-10-02,303.94,305.0,295.0,296.5,303.69,305.0,295.0,296.5,7454.0,1860.0,5594.0,3710.83747,1116501.2248122,1398.52021,421273.0243823,2312.31726,695228.2004299,28174653363.815933,94924879.09375,339443008.0,28237763673.8
2017-10-03,298.15,301.99,283.18,292.48,296.6,301.99,283.18,292.48,9327.0,2867.0,6460.0,5546.85702,1622460.7267746,2105.27684,616540.7336968,3441.58018,1005919.9930778,27704458188.194065,94940057.53125,321680000.0,27766443809.3
2017-10-04,292.47,297.97,288.0,291.99,292.47,297.97,288.0,291.99,7233.0,2842.0,4391.0,4014.88792,1176260.2171869,2030.795,596758.0568808,1984.09292,579502.1603061,27696584062.565,94955375.96875,257906000.0,27789444566.8
2017-10-05,290.0,297.44,285.53,294.81,290.56,297.44,285.53,294.81,6125.0,2665.0,3460.0,3412.39016,994768.4954065,1684.82069,492521.5792853,1727.56947,502246.9161212,28015451926.47,94970853.0,253747008.0,28098336332.5
2017-10-06,294.78,310.8,293.78,310.8,294.79,310.8,293.78,310.8,6064.0,3208.0,2856.0,3541.02359,1063779.3539251,1965.17959,590729.7618607,1575.844,473049.5920644,29286995474.680622,94985877.0625,318664000.0,29311483315.4
2017-10-07,309.9,318.5,303.6,311.01,309.9,318.5,303.6,311.01,4289.0,1939.0,2350.0,2165.79076,672026.6685328,1031.34817,320575.6411122,1134.44259,351451.0274206,29569977712.008125,95000892.21875,342204992.0,29557048402.5
2017-10-08,311.08,317.07,309.0,311.07,311.08,317.07,309.0,311.07,6247.0,2142.0,4105.0,2960.93198,923989.787554,1069.23508,334539.357012,1891.6969,589450.430542,29406530235.7075,95016091.75,293167008.0,29322710612.1
2017-10-09,311.13,312.13,286.65,297.19,311.13,312.13,286.65,297.19,8680.0,2914.0,5766.0,4885.37863,1462524.6249531,1575.93338,472759.5852128,3309.44525,989765.0397403,28219544683.475,95031300.5,559467008.0,28261533648.4
2017-10-10,297.35,308.56,293.0,298.64,297.35,308.56,293.0,298.64,9392.0,5059.0,4333.0,6749.27468,2028540.4729273,3979.8636,1200692.0389299,2769.41108,827848.4339974,28367663413.7925,95046784.875,359705984.0,28501667385.4
2017-10-11,300.88,305.5,298.02,304.01,300.88,305.5,298.02,304.01,4079.0,2287.0,1792.0,3724.6863,1125331.5033572,1923.79902,581977.2978289,1800.88728,543354.2055283,28790563549.920624,95062284.71875,264146000.0,28847211567.6
2017-10-12,304.01,310.0,302.71,303.99,304.01,310.0,302.71,303.99,4956.0,2169.0,2787.0,7827.75596,2397065.1633671,3436.20226,1053317.9715572,4391.5537,1343747.1918099,28798077368.82781,95077676.28125,527556992.0,28916525239.7
2017-10-13,303.52,353.96,297.0,337.96,303.52,353.96,297.0,337.96,9898.0,4082.0,5816.0,17925.36585,5832987.2559101,7538.17104,2469530.2629596,10387.19481,3363456.9929505,32030213409.679066,95093113.46875,1304359936.0,32213441853.9
2017-10-14,337.96,349.8,335.0,342.0,337.96,349.8,335.0,342.0,5703.0,2995.0,2708.0,7731.96469,2655702.1145455,3790.50687,1304246.7919927,3941.45782,1351455.3225528,32223687602.40031,95108431.28125,516561984.0,32301459659.3
2017-10-15,342.0,348.0,316.17,337.96,342.0,348.0,316.17,337.96,6822.0,3241.0,3581.0,10011.34708,3326752.5971166,4957.44824,1652285.7219957,5053.89884,1674466.8751209,32016839769.633747,95124011.4375,635406976.0,32018244067.1
2017-10-16,337.5,354.0,332.78,335.19,337.96,354.0,332.78,335.19,6586.0,3330.0,3256.0,8663.47097,2956522.0417874,4424.03339,1511172.9129401,4239.43758,1445349.1288473,31798702695.63,95140181.0,692884992.0,31718200756.4
2017-10-17,335.18,336.58,312.65,315.19,334.91,336.58,312.65,315.19,6837.0,2990.0,3847.0,8146.74356,2638150.8892904,3297.06736,1069520.4162513,4849.6762,1568630.4730391,30083986172.955,95160328.25,509924000.0,30173609811.9
2017-10-18,315.19,318.0,284.68,309.7,315.19,318.0,284.68,309.7,9801.0,5699.0,4102.0,12908.0454,3915770.1544675,6592.08304,2005598.3141489,6315.96236,1910171.8403186,29842958451.460625,95180705.65625,606113984.0,29917084625.0
2017-10-19,311.52,315.0,300.0,308.66,311.52,315.0,300.0,308.66,6769.0,3171.0,3598.0,8678.74739,2675399.8602425,4110.58984,1269506.2481589,4568.15755,1405893.6120836,29265779930.480625,95201131.8125,349830016.0,29330304837.3
2017-10-20,308.66,311.18,302.0,304.51,308.66,311.18,302.0,304.51,6812.0,2342.0,4470.0,8739.31764,2667391.8997551,3042.73881,932164.5043713,5696.57883,1735227.3953838,28859764592.7325,95221606.8125,396672992.0,28947916800.4
2017-10-21,304.51,305.34,290.0,298.94,304.5,305.34,290.0,298.94,6343.0,2987.0,3356.0,8591.63121,2558677.4115428,4286.76965,1278052.9283119,4304.86156,1280624.4832309,28529666221.86093,95241750.03125,408014016.0,28590314193.9
2017-10-22,298.99,306.99,290.0,293.79,298.99,306.99,290.0,293.79,5828.0,2649.0,3179.0,7173.06893,2120546.5470225,3305.51785,977321.1430991,3867.55108,1143225.4039234,28009925342.71593,95262134.28125,327387008.0,28144794781.6
