TIMESTAMP,MATE_OPEN_PRICE_USD,MATE_HIGH_PRICE_USD,MATE_LOW_PRICE_USD,MATE_CLOSE_PRICE_USD,MATE_VOLUME_USD,MATE_DIVIDENDS_USD,MATE_STOCK_SPLITS_USD
2021-08-20 00:00:00+00:00,0.5768790245056152,0.8161979913711548,0.5767210125923157,0.6747739911079407,967232,0.0,0.0
2021-08-21 00:00:00+00:00,0.6754670143127441,0.709613025188446,0.5711349844932556,0.5824859738349915,1052873,0.0,0.0
2021-08-22 00:00:00+00:00,0.5823699831962585,0.5861899852752686,0.5140910148620605,0.5300660133361816,177358,0.0,0.0
2021-08-23 00:00:00+00:00,0.530252993106842,0.6936119794845581,0.525048017501831,0.650970995426178,217914,0.0,0.0
2021-08-24 00:00:00+00:00,0.6508449912071228,0.689719021320343,0.6341019868850708,0.6717399954795837,326399,0.0,0.0
2021-08-25 00:00:00+00:00,0.6684269905090332,0.7282209992408752,0.6557999849319458,0.7151380181312561,373272,0.0,0.0
2021-08-26 00:00:00+00:00,0.7148579955101013,0.7283880114555359,0.6628789901733398,0.6792489886283875,334365,0.0,0.0
2021-08-27 00:00:00+00:00,0.6786999702453613,0.7024000287055969,0.586089015007019,0.5876010060310364,375148,0.0,0.0
2021-08-28 00:00:00+00:00,0.5877990126609802,0.5877990126609802,0.41140100359916687,0.4215950071811676,435171,0.0,0.0
2021-08-29 00:00:00+00:00,0.42157700657844543,0.4253599941730499,0.36973899602890015,0.36973899602890015,228157,0.0,0.0
2021-08-30 00:00:00+00:00,0.3696669936180115,0.37063899636268616,0.3119570016860962,0.3120419979095459,125167,0.0,0.0
2021-08-31 00:00:00+00:00,0.3119019865989685,0.3311479985713959,0.303041011095047,0.3303529918193817,134958,0.0,0.0
2021-09-01 00:00:00+00:00,0.3302159905433655,0.36261698603630066,0.32481300830841064,0.3300510048866272,194261,0.0,0.0
2021-09-02 00:00:00+00:00,0.3298729956150055,0.3359369933605194,0.29987600445747375,0.3029850125312805,191654,0.0,0.0
2021-09-03 00:00:00+00:00,0.3029240071773529,0.3049609959125519,0.28218400478363037,0.2830750048160553,89619,0.0,0.0
2021-09-04 00:00:00+00:00,0.28369298577308655,0.2968530058860779,0.2797499895095825,0.2900570034980774,55357,0.0,0.0
2021-09-05 00:00:00+00:00,0.2900240123271942,0.2906549870967865,0.2818160057067871,0.2847369909286499,37655,0.0,0.0
