,MSE,MAE,RMSE,MAPE,R2
0,0.0009007293316805335,0.02398958857951693,0.030012147374961367,0.044061411932530464,0.3762591230373033
1,0.0002993874249732666,0.014295734682154768,0.0173027548027963,0.02693445156269737,0.8810092966908362
2,0.0005826632620614334,0.020341977120108767,0.024138381435462833,0.028899449770872967,0.7846657197146807
3,0.0009202635493474667,0.022509012395229667,0.030335838783625568,0.031990389602315004,0.6330433890432526
4,0.0010523496871632334,0.025827677088853,0.032439600830538665,0.028641073980503532,0.838134293846417
5,0.0010612983761593999,0.025869199961518333,0.0325775341591305,0.02754831358709323,0.6873332061037893
6,0.0007326049709159001,0.02032455959915797,0.02706621874152257,0.02668363728856543,0.6080060559731332
7,0.000340090757741,0.013386895153536867,0.0184412244027587,0.0214619523629356,0.8891203605347572
8,0.0008153474380799332,0.019656208946471132,0.02855425736640173,0.031201959638839333,0.5034579428398922
9,0.0004891117384121333,0.016520099812400567,0.022115810609720368,0.025743688810156668,0.7778199144173902
10,0.0003033411968894667,0.014243847838051167,0.0174166909715462,0.0225527798142038,0.8155557786327966
11,0.00047764893927550005,0.016950025076892833,0.021854498279642132,0.035124306653902065,0.8402188483979111
Mean,0.0006645697227249389,0.019492902187824332,0.02518791314650891,0.029236951250384623,0.7195519941026799
