TIMESTAMP,UPR_OPEN_PRICE_USD,UPR_HIGH_PRICE_USD,UPR_LOW_PRICE_USD,UPR_CLOSE_PRICE_USD,UPR_VOLUME_USD,UPR_DIVIDENDS_USD,UPR_STOCK_SPLITS_USD
2021-05-11 00:00:00+00:00,0.015948999673128128,0.02177399955689907,0.015735000371932983,0.02171899937093258,53758,0.0,0.0
2021-05-12 00:00:00+00:00,0.0217289999127388,0.024361999705433846,0.01865600049495697,0.01865600049495697,98538,0.0,0.0
2021-05-13 00:00:00+00:00,0.018502000719308853,0.01874000020325184,0.011935999616980553,0.012609999626874924,48601,0.0,0.0
2021-05-14 00:00:00+00:00,0.012617000378668308,0.01308900024741888,0.011628000065684319,0.012719999998807907,40312,0.0,0.0
2021-05-15 00:00:00+00:00,0.01271199993789196,0.013426000252366066,0.011234000325202942,0.011235999874770641,33661,0.0,0.0
2021-05-16 00:00:00+00:00,0.01123099960386753,0.01172299962490797,0.01089600007981062,0.011707000434398651,47855,0.0,0.0
2021-05-17 00:00:00+00:00,0.011714000254869461,0.012210000306367874,0.010932999663054943,0.011083000339567661,50155,0.0,0.0
2021-05-18 00:00:00+00:00,0.011079000309109688,0.011525999754667282,0.01004400011152029,0.01006499957293272,34251,0.0,0.0
2021-05-19 00:00:00+00:00,0.010065999813377857,0.010546999983489513,0.008705000393092632,0.009530999697744846,73095,0.0,0.0
2021-05-20 00:00:00+00:00,0.00952600035816431,0.010529999621212482,0.00892999954521656,0.010014999657869339,26184,0.0,0.0
2021-05-21 00:00:00+00:00,0.010011999867856503,0.01030299998819828,0.009585999883711338,0.00979399960488081,41183,0.0,0.0
2021-05-22 00:00:00+00:00,0.009794999845325947,0.009916000068187714,0.007550999987870455,0.007961999624967575,52735,0.0,0.0
2021-05-23 00:00:00+00:00,0.007961999624967575,0.008062999695539474,0.005849000066518784,0.006688000168651342,61028,0.0,0.0
2021-05-24 00:00:00+00:00,0.006688000168651342,0.007968000136315823,0.006684999912977219,0.007958999834954739,42222,0.0,0.0
2021-05-25 00:00:00+00:00,0.007958999834954739,0.008678999729454517,0.007853000424802303,0.008012999780476093,37923,0.0,0.0
2021-05-26 00:00:00+00:00,0.008012999780476093,0.008717999793589115,0.007957999594509602,0.008589000441133976,31642,0.0,0.0
2021-05-27 00:00:00+00:00,0.008588000200688839,0.00877199973911047,0.008251000195741653,0.008256999775767326,37389,0.0,0.0
