TIMESTAMP,TENFI_OPEN_PRICE_USD,TENFI_HIGH_PRICE_USD,TENFI_LOW_PRICE_USD,TENFI_CLOSE_PRICE_USD,TENFI_VOLUME_USD,TENFI_DIVIDENDS_USD,TENFI_STOCK_SPLITS_USD
2021-05-24 00:00:00+00:00,0.23637300729751587,0.32047900557518005,0.21377600729465485,0.25241100788116455,2361097,0.0,0.0
2021-05-25 00:00:00+00:00,0.25248900055885315,0.32148000597953796,0.24839800596237183,0.29513800144195557,3076958,0.0,0.0
2021-05-26 00:00:00+00:00,0.2952849864959717,0.3188669979572296,0.2878569960594177,0.3032360076904297,1343103,0.0,0.0
2021-05-27 00:00:00+00:00,0.3030480146408081,0.3034369945526123,0.2353930026292801,0.23709599673748016,779297,0.0,0.0
2021-05-28 00:00:00+00:00,0.23738500475883484,0.23879200220108032,0.21456700563430786,0.22565700113773346,754381,0.0,0.0
2021-05-29 00:00:00+00:00,0.22569000720977783,0.2386379987001419,0.20917800068855286,0.2107750028371811,669671,0.0,0.0
2021-05-30 00:00:00+00:00,0.21086399257183075,0.2270209938287735,0.20006300508975983,0.214819997549057,756303,0.0,0.0
2021-05-31 00:00:00+00:00,0.2148430049419403,0.2657780051231384,0.20535099506378174,0.24909700453281403,980334,0.0,0.0
2021-06-01 00:00:00+00:00,0.2491450011730194,0.25666698813438416,0.2399660050868988,0.24393700063228607,682984,0.0,0.0
2021-06-02 00:00:00+00:00,0.24410800635814667,0.31382501125335693,0.2379470020532608,0.31261399388313293,691833,0.0,0.0
2021-06-03 00:00:00+00:00,0.31248900294303894,0.3266350030899048,0.30429500341415405,0.3072659969329834,839106,0.0,0.0
2021-06-04 00:00:00+00:00,0.3072910010814667,0.312034010887146,0.23994800448417664,0.24806399643421173,692261,0.0,0.0
2021-06-05 00:00:00+00:00,0.24837300181388855,0.2937699854373932,0.2473600059747696,0.2576160132884979,837084,0.0,0.0
2021-06-06 00:00:00+00:00,0.2575179934501648,0.2583949863910675,0.2348880022764206,0.23641499876976013,687072,0.0,0.0
2021-06-07 00:00:00+00:00,0.2364249974489212,0.24069300293922424,0.20786599814891815,0.20871099829673767,623252,0.0,0.0
2021-06-08 00:00:00+00:00,0.20859399437904358,0.20985299348831177,0.18642200529575348,0.19697600603103638,743204,0.0,0.0
