,MSE,MAE,RMSE,MAPE,R2
0,80.89327216357209,6.778663533793761,8.994021862182926,0.04478777206953916,0.8087375747142206
1,16.251335289666077,3.12984249753026,4.031267141332016,0.024305439516165966,0.8187229324968827
2,52.2065277497735,5.679909026901767,7.225407430114376,0.03370831167560063,0.759666452183418
3,142.97883906626834,8.00306661895929,11.95737089932539,0.044895619923019166,0.718313250109596
4,53.00308807443107,5.823481098492754,7.280310159689388,0.0314660013871001,0.4826556306075138
5,200.05041034240915,10.309953833516799,14.143911374386192,0.04561962767258946,0.6697903548423273
6,59.19895043744515,5.38897786365161,7.694030570441403,0.034045595796064,0.7405647735374551
7,30.857396049651953,4.25636213358231,5.554576856900166,0.03284807091556677,0.8777310572393983
8,34.21428175579281,4.850962582737253,5.849296115348732,0.04089019911680597,0.7133606512375207
9,15.63207696168382,3.227006544638424,3.9537260184275396,0.028924349386722736,0.843746512061943
10,15.834722205205855,3.2165239699562584,3.9791879835615647,0.02955305385346953,0.7624674882400839
11,29.993749341533942,3.909108113603146,5.476628548660902,0.05244794702218217,0.838232312030245
Mean,60.9262207864528,5.381154818113636,7.17831124669755,0.0369576656945688,0.7528324157750502
