,MSE,MAE,RMSE,MAPE,R2
0,0.0008733276267558999,0.02341675091510133,0.029550172619042137,0.04287278696265397,0.39523437215913754
1,0.00031026233373493336,0.014434005138023698,0.0176134018431833,0.0272753143523489,0.8766870943067854
2,0.0006041086336854333,0.020605183923522567,0.024577698821534835,0.029212164218531966,0.7767401751252306
3,0.0010119452856050999,0.02428817990260257,0.0318105313423687,0.03472206919545487,0.5964851452145395
4,0.0012096213322206333,0.027666556627637836,0.03477890740209863,0.030781331189582165,0.8139437741021937
5,0.0010423364916861998,0.024916512514703032,0.03228481143343464,0.026620724649291435,0.692919525425141
6,0.0007712275943083333,0.019919168900359333,0.027769865949239535,0.026074277121494332,0.5873403014760684
7,0.0003579138779594667,0.0135315890911454,0.018917365052963066,0.021560767237590633,0.8833094965256977
8,0.0008166953692752,0.020015624514103134,0.02857596450096257,0.0317120030680213,0.5026370602353085
9,0.0005913658086788,0.017937758731420034,0.024316765462279132,0.028148259808923437,0.7313707775457744
10,0.00031840464181076664,0.014528246863701633,0.017843816461997834,0.022965590111424298,0.8063965698009588
11,0.0005296355458071667,0.01727931328759307,0.023013307575439266,0.035742326974281896,0.8228285033630968
Mean,0.0007030703784606612,0.019878240867492805,0.025921050705378642,0.029807301240799933,0.7071577329399944
