TIMESTAMP,XRP_OPEN_PRICE_USDT,XRP_HIGH_PRICE_USDT,XRP_LOW_PRICE_USDT,XRP_CLOSE_PRICE_USDT
2018-05-04 08:00:00,0.5,1.5,0.5,0.89722
2018-05-04 14:00:00,0.89722,0.90489,0.87644,0.89199
2018-05-04 20:00:00,0.89199,0.90699,0.888,0.90545
2018-05-05 02:00:00,0.90545,0.90985,0.8971,0.90293
2018-05-05 08:00:00,0.90293,0.92336,0.89679,0.905
2018-05-05 14:00:00,0.905,0.935,0.9049,0.908
2018-05-05 20:00:00,0.908,0.91151,0.89601,0.91
2018-05-06 02:00:00,0.91,0.918,0.85584,0.87966
2018-05-06 08:00:00,0.87966,0.8814,0.83774,0.86196
2018-05-06 14:00:00,0.86196,0.8715,0.85154,0.85674
2018-05-06 20:00:00,0.85674,0.86886,0.8163,0.825
2018-05-07 02:00:00,0.825,0.827,0.8,0.81073
2018-05-07 08:00:00,0.81073,0.836,0.80701,0.81305
2018-05-07 14:00:00,0.81305,0.83806,0.8,0.83311
2018-05-07 20:00:00,0.83311,0.84505,0.81681,0.83958
2018-05-08 02:00:00,0.83958,0.84802,0.82474,0.82962
2018-05-08 08:00:00,0.82962,0.8326,0.792,0.79969
2018-05-08 14:00:00,0.79969,0.815,0.7933,0.81306
2018-05-08 20:00:00,0.81306,0.8158,0.7958,0.80084
2018-05-09 02:00:00,0.80084,0.80208,0.7569,0.76662
2018-05-09 08:00:00,0.76662,0.80692,0.7613,0.795
2018-05-09 14:00:00,0.795,0.81894,0.7902,0.80253
2018-05-09 20:00:00,0.80253,0.80495,0.79196,0.79586
2018-05-10 02:00:00,0.79586,0.80572,0.78497,0.80094
2018-05-10 08:00:00,0.80094,0.805,0.79125,0.80021
2018-05-10 14:00:00,0.80021,0.803,0.769,0.76976
2018-05-10 20:00:00,0.76976,0.775,0.725,0.73747
2018-05-11 02:00:00,0.73747,0.75602,0.6511,0.66352
2018-05-11 08:00:00,0.66352,0.71497,0.64758,0.66586
2018-05-11 14:00:00,0.66586,0.70759,0.66579,0.69491
2018-05-11 20:00:00,0.69491,0.69984,0.655,0.683
2018-05-12 02:00:00,0.683,0.69,0.62519,0.66101
2018-05-12 08:00:00,0.66101,0.71,0.64089,0.679
2018-05-12 14:00:00,0.679,0.6871,0.654,0.68263
2018-05-12 20:00:00,0.68263,0.69376,0.67374,0.6791
2018-05-13 02:00:00,0.6791,0.68732,0.66456,0.68076
2018-05-13 08:00:00,0.68076,0.7017,0.67193,0.69269
2018-05-13 14:00:00,0.69269,0.7501,0.69269,0.73576
2018-05-13 20:00:00,0.73576,0.7495,0.7141,0.73016
2018-05-14 02:00:00,0.73016,0.73233,0.68585,0.70857
2018-05-14 08:00:00,0.70857,0.7372,0.6905,0.73197
2018-05-14 14:00:00,0.73197,0.74666,0.725,0.73416
2018-05-14 20:00:00,0.73416,0.7499,0.72,0.73108
2018-05-15 02:00:00,0.73108,0.74888,0.72607,0.74124
2018-05-15 08:00:00,0.74124,0.74892,0.728,0.73213
2018-05-15 14:00:00,0.73213,0.73232,0.68733,0.69559
2018-05-15 20:00:00,0.69559,0.7049,0.67,0.6734
2018-05-16 02:00:00,0.6734,0.68735,0.65756,0.68
2018-05-16 08:00:00,0.68,0.70023,0.66861,0.67299
2018-05-16 14:00:00,0.67299,0.69,0.671,0.6807
2018-05-16 20:00:00,0.6807,0.712,0.67594,0.70223
2018-05-17 02:00:00,0.70223,0.712,0.6855,0.68998
2018-05-17 08:00:00,0.68998,0.69547,0.6851,0.69238
2018-05-17 14:00:00,0.69238,0.69854,0.668,0.67239
2018-05-17 20:00:00,0.67239,0.68,0.646,0.65783
2018-05-18 02:00:00,0.65783,0.67377,0.65152,0.66845
2018-05-18 08:00:00,0.66845,0.67479,0.66,0.66387
2018-05-18 14:00:00,0.66387,0.67818,0.65005,0.67756
2018-05-18 20:00:00,0.67756,0.68255,0.6686,0.67151
2018-05-19 02:00:00,0.67151,0.67826,0.6611,0.66309
2018-05-19 08:00:00,0.66309,0.69139,0.66111,0.68018
2018-05-19 14:00:00,0.68018,0.6833,0.6715,0.67597
2018-05-19 20:00:00,0.67597,0.67825,0.6656,0.6776
2018-05-20 02:00:00,0.6776,0.68544,0.67445,0.6801
2018-05-20 08:00:00,0.6801,0.692,0.67622,0.68123
2018-05-20 14:00:00,0.68123,0.704,0.68123,0.70117
2018-05-20 20:00:00,0.70117,0.70659,0.689,0.69
2018-05-21 02:00:00,0.69,0.705,0.68834,0.7
2018-05-21 08:00:00,0.7,0.70141,0.68203,0.68718
2018-05-21 14:00:00,0.68718,0.6889,0.66666,0.6759
2018-05-21 20:00:00,0.6759,0.682,0.66511,0.66639
2018-05-22 02:00:00,0.66639,0.67601,0.66316,0.67429
2018-05-22 08:00:00,0.67429,0.67467,0.65658,0.6671
2018-05-22 14:00:00,0.6671,0.67217,0.66001,0.6601
2018-05-22 20:00:00,0.6601,0.66276,0.625,0.63069
2018-05-23 02:00:00,0.63069,0.6429,0.612,0.61207
2018-05-23 08:00:00,0.61207,0.6274,0.601,0.61967
2018-05-23 14:00:00,0.61967,0.61967,0.5731,0.60775
2018-05-23 20:00:00,0.60775,0.628,0.58111,0.6039
2018-05-24 02:00:00,0.6039,0.6189,0.6,0.60408
2018-05-24 08:00:00,0.60408,0.629,0.57617,0.60922
2018-05-24 14:00:00,0.60922,0.64,0.60611,0.63623
2018-05-24 20:00:00,0.63623,0.63623,0.613,0.62406
2018-05-25 02:00:00,0.62406,0.63391,0.60002,0.61031
2018-05-25 08:00:00,0.61031,0.6216,0.6006,0.61012
2018-05-25 14:00:00,0.61012,0.61173,0.59336,0.60207
2018-05-25 20:00:00,0.60207,0.61037,0.59451,0.60298
2018-05-26 02:00:00,0.60298,0.62498,0.59771,0.61788
2018-05-26 08:00:00,0.61788,0.625,0.61,0.6185
2018-05-26 14:00:00,0.6185,0.62283,0.61604,0.62057
2018-05-26 20:00:00,0.62057,0.62618,0.59798,0.60273
2018-05-27 02:00:00,0.60273,0.61015,0.59705,0.605
2018-05-27 08:00:00,0.605,0.648,0.59842,0.60109
2018-05-27 14:00:00,0.60109,0.60944,0.59907,0.60238
2018-05-27 20:00:00,0.60238,0.607,0.60088,0.6061
2018-05-28 02:00:00,0.6061,0.6091,0.5731,0.57877
2018-05-28 08:00:00,0.57877,0.589,0.56253,0.5789
2018-05-28 14:00:00,0.5789,0.58258,0.56772,0.56914
2018-05-28 20:00:00,0.56914,0.57328,0.5434,0.55599
2018-05-29 02:00:00,0.55599,0.5613,0.54303,0.56097
2018-05-29 08:00:00,0.56097,0.60455,0.55578,0.59787
