,MSE,MAE,RMSE,MAPE,R2
0,0.0016340855799778,0.0300187794677913,0.0404238244105854,0.0640471619858026,0.6355763676005368
1,0.00022344320280433334,0.012312943264040867,0.014948016684638632,0.03134184960436567,0.7826880132026078
2,0.0006596353504821,0.0217035872140719,0.0256833671951735,0.0397787271885343,0.7616937586992223
3,0.0009766801060202,0.0199737654067575,0.0312518816396748,0.0405487730625756,0.7168389345019094
4,0.0003789098472375,0.0154106512725833,0.0194656067780474,0.0291478784823266,0.1444325383947772
5,0.0005728076552737334,0.0183333417193757,0.0239334004118447,0.03786252757327,0.5844841920915703
6,0.000374835740606,0.015218722023149932,0.019360675107187402,0.0392693955526443,0.6955601678841082
7,0.0005527580083904,0.0198479278253451,0.0235108062046048,0.05574216431036919,0.8899620663599621
8,0.0002928357390121,0.0132760681943701,0.0171124439812725,0.0445012267616374,0.6495190254694774
9,0.0005619501040562666,0.016252741257670032,0.023705486792224534,0.04640565519838643,0.6255026511980889
10,0.0005451078678503333,0.0187975004418856,0.0233475452210771,0.0408201975263414,0.669707727566252
11,0.0009787118414221,0.0255950397901958,0.0312843705613866,0.0775647317259466,0.6276632209839443
Mean,0.0006459800869277389,0.018895088989769764,0.024502285415643116,0.045585857414350006,0.6486357219960381
