TIMESTAMP,GLIDE_OPEN_PRICE_USD,GLIDE_HIGH_PRICE_USD,GLIDE_LOW_PRICE_USD,GLIDE_CLOSE_PRICE_USD,GLIDE_VOLUME_USD,GLIDE_DIVIDENDS_USD,GLIDE_STOCK_SPLITS_USD
2022-04-08 00:00:00+00:00,0.20940299332141876,0.2150139957666397,0.20252099633216858,0.20252099633216858,0,0.0,0.0
2022-04-09 00:00:00+00:00,0.20252099633216858,0.2198300063610077,0.2019059956073761,0.21948300302028656,22465,0.0,0.0
2022-04-10 00:00:00+00:00,0.21948300302028656,0.23146499693393707,0.21229499578475952,0.22280700504779816,22979,0.0,0.0
2022-04-11 00:00:00+00:00,0.22280199825763702,0.2252199947834015,0.20941300690174103,0.2109290063381195,21695,0.0,0.0
2022-04-12 00:00:00+00:00,0.21093399822711945,0.2512750029563904,0.16422100365161896,0.22681699693202972,151680,0.0,0.0
2022-04-13 00:00:00+00:00,0.22563199698925018,0.2258940041065216,0.21819600462913513,0.21999500691890717,14368,0.0,0.0
2022-04-14 00:00:00+00:00,0.219992995262146,0.22341999411582947,0.21584999561309814,0.21751800179481506,10580,0.0,0.0
2022-04-15 00:00:00+00:00,0.21751800179481506,0.2602579891681671,0.21716800332069397,0.23437200486660004,69672,0.0,0.0
2022-04-16 00:00:00+00:00,0.23437100648880005,0.235493004322052,0.2249239981174469,0.22532199323177338,6653,0.0,0.0
2022-04-17 00:00:00+00:00,0.2253199964761734,0.22823800146579742,0.21238799393177032,0.21292300522327423,14693,0.0,0.0
2022-04-18 00:00:00+00:00,0.21292400360107422,0.21762500703334808,0.20468899607658386,0.21029800176620483,13685,0.0,0.0
2022-04-19 00:00:00+00:00,0.21029900014400482,0.2208629995584488,0.19343000650405884,0.19479900598526,21490,0.0,0.0
2022-04-20 00:00:00+00:00,0.19480000436306,0.20984700322151184,0.17195799946784973,0.208063006401062,59590,0.0,0.0
2022-04-21 00:00:00+00:00,0.20806199312210083,0.21944700181484222,0.2076610028743744,0.21181300282478333,20891,0.0,0.0
2022-04-22 00:00:00+00:00,0.21181100606918335,0.21253299713134766,0.20449699461460114,0.20740999281406403,18386,0.0,0.0
2022-04-23 00:00:00+00:00,0.20741300284862518,0.21278999745845795,0.1998710036277771,0.20929299294948578,23288,0.0,0.0
2022-04-24 00:00:00+00:00,0.2092829942703247,0.220783993601799,0.20895400643348694,0.21490800380706787,23963,0.0,0.0
2022-04-25 00:00:00+00:00,0.21454200148582458,0.2179879993200302,0.19926099479198456,0.21493199467658997,19220,0.0,0.0
2022-04-26 00:00:00+00:00,0.21499399840831757,0.2185239940881729,0.19652600586414337,0.1987989991903305,8834,0.0,0.0
2022-04-27 00:00:00+00:00,0.1987989991903305,0.2074500024318695,0.19878999888896942,0.20472100377082825,6496,0.0,0.0
2022-04-28 00:00:00+00:00,0.20472100377082825,0.21133099496364594,0.20028799772262573,0.2112569957971573,14098,0.0,0.0
2022-04-29 00:00:00+00:00,0.2112559974193573,0.2112639993429184,0.19793599843978882,0.19969600439071655,2851,0.0,0.0
2022-04-30 00:00:00+00:00,0.19969500601291656,0.20096099376678467,0.19342100620269775,0.19345100224018097,10586,0.0,0.0
