TIMESTAMP,ELMON_OPEN_PRICE_USD,ELMON_HIGH_PRICE_USD,ELMON_LOW_PRICE_USD,ELMON_CLOSE_PRICE_USD,ELMON_VOLUME_USD,ELMON_DIVIDENDS_USD,ELMON_STOCK_SPLITS_USD
2021-11-12 00:00:00+00:00,0.6822959780693054,1.3660670518875122,0.6806970238685608,0.9159590005874634,58803188,0.0,0.0
2021-11-13 00:00:00+00:00,0.9169430136680603,1.4189189672470093,0.8473219871520996,1.3266550302505493,89032110,0.0,0.0
2021-11-14 00:00:00+00:00,1.3267019987106323,2.1448540687561035,1.2231160402297974,1.905526041984558,46134126,0.0,0.0
2021-11-15 00:00:00+00:00,1.9052640199661255,3.3225080966949463,1.8849300146102905,2.54278302192688,67923489,0.0,0.0
2021-11-16 00:00:00+00:00,2.5394859313964844,2.8364620208740234,2.1081159114837646,2.4210140705108643,61044907,0.0,0.0
2021-11-17 00:00:00+00:00,2.4211080074310303,2.863234043121338,2.331357955932617,2.6419389247894287,29734063,0.0,0.0
2021-11-18 00:00:00+00:00,2.640826940536499,2.750333070755005,2.227660894393921,2.2699830532073975,19950351,0.0,0.0
2021-11-19 00:00:00+00:00,2.275876998901367,2.510211944580078,2.2644689083099365,2.3991539478302,18503817,0.0,0.0
2021-11-20 00:00:00+00:00,2.4001829624176025,3.014137029647827,2.3891680240631104,2.7734220027923584,20168238,0.0,0.0
2021-11-21 00:00:00+00:00,2.7712790966033936,2.798909902572632,2.5519940853118896,2.7101891040802,18408050,0.0,0.0
2021-11-22 00:00:00+00:00,2.708522081375122,2.7612850666046143,2.382780075073242,2.664463996887207,18606403,0.0,0.0
2021-11-23 00:00:00+00:00,2.664902925491333,2.7288830280303955,2.6299400329589844,2.7022409439086914,14543149,0.0,0.0
2021-11-24 00:00:00+00:00,2.5925140380859375,2.6574020385742188,2.272171974182129,2.521383047103882,24893368,0.0,0.0
2021-11-25 00:00:00+00:00,2.413256883621216,2.510870933532715,2.1037580966949463,2.4207420349121094,8374418,0.0,0.0
2021-11-26 00:00:00+00:00,2.2574119567871094,2.580451011657715,1.9048229455947876,2.3162128925323486,16923863,0.0,0.0
2021-11-27 00:00:00+00:00,2.3155949115753174,2.628606081008911,2.2523880004882812,2.448201894760132,15742754,0.0,0.0
