TIMESTAMP,SRK_OPEN_PRICE_USD,SRK_HIGH_PRICE_USD,SRK_LOW_PRICE_USD,SRK_CLOSE_PRICE_USD,SRK_VOLUME_USD,SRK_DIVIDENDS_USD,SRK_STOCK_SPLITS_USD
2019-05-14 00:00:00+00:00,9.699999645818025e-05,0.00013699999544769526,6.70000008540228e-05,0.00013600000238511711,26953,0.0,0.0
2019-05-15 00:00:00+00:00,0.00013600000238511711,0.00013800000306218863,6.70000008540228e-05,8.70000003487803e-05,13007,0.0,0.0
2019-05-16 00:00:00+00:00,8.70000003487803e-05,8.900000102585182e-05,7.699999696342275e-05,8.499999967170879e-05,10172,0.0,0.0
2019-05-17 00:00:00+00:00,8.499999967170879e-05,0.00011200000153621659,7.500000356230885e-05,0.00010199999815085903,23770,0.0,0.0
2019-05-18 00:00:00+00:00,0.00010199999815085903,0.00010299999848939478,7.999999797903001e-05,8.70000003487803e-05,15792,0.0,0.0
2019-05-19 00:00:00+00:00,9.200000204145908e-05,0.0001049999991664663,8.099999831756577e-05,0.00010299999848939478,22036,0.0,0.0
2019-05-20 00:00:00+00:00,0.00010299999848939478,0.00014400000509340316,9.200000204145908e-05,0.00014200000441633165,29407,0.0,0.0
2019-05-21 00:00:00+00:00,0.00014200000441633165,0.00015700000221841037,8.499999967170879e-05,0.00013899999612476677,33521,0.0,0.0
2019-05-22 00:00:00+00:00,0.00013899999612476677,0.00014200000441633165,8.199999865610152e-05,9.500000305706635e-05,25740,0.0,0.0
2019-05-23 00:00:00+00:00,9.500000305706635e-05,0.00014099999680183828,8.600000001024455e-05,0.00010199999815085903,31407,0.0,0.0
2019-05-24 00:00:00+00:00,0.00010199999815085903,0.0001539999939268455,9.000000136438757e-05,0.00014400000509340316,47672,0.0,0.0
2019-05-25 00:00:00+00:00,0.00014400000509340316,0.00014600000577047467,9.40000027185306e-05,0.00010099999781232327,30218,0.0,0.0
2019-05-26 00:00:00+00:00,0.00010099999781232327,0.00015500000154133886,6.199999916134402e-05,0.00010699999984353781,25426,0.0,0.0
2019-05-27 00:00:00+00:00,0.00010699999984353781,0.0001610000035725534,9.999999747378752e-05,0.00010099999781232327,1431,0.0,0.0
2019-05-28 00:00:00+00:00,0.00010099999781232327,0.00012099999730708078,7.000000186963007e-05,0.00010800000018207356,588,0.0,0.0
2019-05-29 00:00:00+00:00,0.00010800000018207356,0.00010800000018207356,9.600000339560211e-05,9.7999996796716e-05,31044,0.0,0.0
2019-05-30 00:00:00+00:00,9.7999996796716e-05,9.899999713525176e-05,7.400000322377309e-05,9.100000170292333e-05,26547,0.0,0.0
2019-05-31 00:00:00+00:00,9.100000170292333e-05,0.00010399999882793054,7.200000254670158e-05,0.00010199999815085903,22696,0.0,0.0
2019-06-01 00:00:00+00:00,0.00010199999815085903,0.00010900000052060932,8.399999933317304e-05,9.40000027185306e-05,19563,0.0,0.0
2019-06-02 00:00:00+00:00,9.40000027185306e-05,0.00011600000289035961,9.40000027185306e-05,0.00011200000153621659,12911,0.0,0.0
2019-06-03 00:00:00+00:00,0.00011200000153621659,0.00011200000153621659,7.300000288523734e-05,0.0001049999991664663,19347,0.0,0.0
2019-06-04 00:00:00+00:00,0.00010399999882793054,0.00010399999882793054,7.500000356230885e-05,9.600000339560211e-05,15211,0.0,0.0
2019-06-05 00:00:00+00:00,9.600000339560211e-05,9.7999996796716e-05,7.699999696342275e-05,9.300000237999484e-05,25305,0.0,0.0
2019-06-06 00:00:00+00:00,9.300000237999484e-05,9.7999996796716e-05,7.699999696342275e-05,9.300000237999484e-05,23963,0.0,0.0
2019-06-07 00:00:00+00:00,9.300000237999484e-05,9.600000339560211e-05,7.79999973019585e-05,7.899999764049426e-05,28083,0.0,0.0
2019-06-08 00:00:00+00:00,7.899999764049426e-05,9.500000305706635e-05,7.79999973019585e-05,9.300000237999484e-05,24279,0.0,0.0
2019-06-09 00:00:00+00:00,9.300000237999484e-05,0.00010199999815085903,8.199999865610152e-05,9.999999747378752e-05,33685,0.0,0.0
2019-06-10 00:00:00+00:00,9.999999747378752e-05,9.999999747378752e-05,7.500000356230885e-05,9.200000204145908e-05,40309,0.0,0.0
2019-06-11 00:00:00+00:00,9.200000204145908e-05,9.200000204145908e-05,7.200000254670158e-05,7.200000254670158e-05,49236,0.0,0.0
2019-06-12 00:00:00+00:00,7.200000254670158e-05,7.500000356230885e-05,6.900000153109431e-05,7.500000356230885e-05,40235,0.0,0.0
2019-06-13 00:00:00+00:00,7.500000356230885e-05,7.999999797903001e-05,6.500000017695129e-05,7.200000254670158e-05,49860,0.0,0.0
