TIMESTAMP,JELLI_OPEN_PRICE_USD,JELLI_HIGH_PRICE_USD,JELLI_LOW_PRICE_USD,JELLI_CLOSE_PRICE_USD,JELLI_VOLUME_USD,JELLI_DIVIDENDS_USD,JELLI_STOCK_SPLITS_USD
2024-04-24 00:00:00+00:00,0.009513000026345253,0.00955200009047985,0.005437000188976526,0.006889000069350004,374890,0.0,0.0
2024-04-25 00:00:00+00:00,0.006792000029236078,0.007699999958276749,0.005625999998301268,0.005754000041633844,168696,0.0,0.0
2024-04-26 00:00:00+00:00,0.005754000041633844,0.006930000148713589,0.004745000042021275,0.005284000188112259,179424,0.0,0.0
2024-04-27 00:00:00+00:00,0.00481799989938736,0.0048940000124275684,0.0031469999812543392,0.004036999773234129,186344,0.0,0.0
2024-04-28 00:00:00+00:00,0.004036999773234129,0.004627999849617481,0.003237999975681305,0.0037509999237954617,107798,0.0,0.0
2024-04-29 00:00:00+00:00,0.0037509999237954617,0.00392899988219142,0.002457000082358718,0.0028329999186098576,77257,0.0,0.0
2024-04-30 00:00:00+00:00,0.0028329999186098576,0.0028329999186098576,0.0018680000212043524,0.0020959998946636915,34399,0.0,0.0
2024-05-01 00:00:00+00:00,0.0020959998946636915,0.002102999947965145,0.0014220000011846423,0.001820000004954636,27077,0.0,0.0
2024-05-02 00:00:00+00:00,0.001820000004954636,0.0021989999804645777,0.0015569999814033508,0.00184599997010082,49469,0.0,0.0
2024-05-03 00:00:00+00:00,0.0018060000147670507,0.0018840000266209245,0.0014609999489039183,0.0017630000365898013,23556,0.0,0.0
2024-05-04 00:00:00+00:00,0.0015010000206530094,0.0018840000266209245,0.0013249999610707164,0.0018769999733194709,43461,0.0,0.0
2024-05-05 00:00:00+00:00,0.0019549999851733446,0.002566999988630414,0.0018550000386312604,0.0022640000097453594,19744,0.0,0.0
2024-05-06 00:00:00+00:00,0.002257999964058399,0.0024079999420791864,0.001854000031016767,0.0019069999689236283,10836,0.0,0.0
2024-05-07 00:00:00+00:00,0.0019069999689236283,0.001921999966725707,0.0017030000453814864,0.0017719999887049198,10093,0.0,0.0
2024-05-08 00:00:00+00:00,0.0015869999770075083,0.0016720000421628356,0.0015790000325068831,0.0016720000421628356,4208,0.0,0.0
2024-05-09 00:00:00+00:00,0.0016720000421628356,0.0018339999951422215,0.0015839999541640282,0.001614999957382679,6189,0.0,0.0
2024-05-10 00:00:00+00:00,0.001614999957382679,0.001765000051818788,0.0012519999872893095,0.0012529999949038029,16786,0.0,0.0
2024-05-11 00:00:00+00:00,0.0013050000416114926,0.004143999889492989,0.0013050000416114926,0.001706999959424138,151530,0.0,0.0
2024-05-12 00:00:00+00:00,0.001766999950632453,0.002239000052213669,0.001715000020340085,0.0017340000486001372,39359,0.0,0.0
2024-05-13 00:00:00+00:00,0.0017340000486001372,0.002616999903693795,0.0014949999749660492,0.002549000084400177,25220,0.0,0.0
2024-05-14 00:00:00+00:00,0.00254100002348423,0.00254100002348423,0.001478999969549477,0.001879999996162951,30219,0.0,0.0
2024-05-15 00:00:00+00:00,0.001879999996162951,0.0020099999383091927,0.0018240000354126096,0.0020069999154657125,8976,0.0,0.0
2024-05-16 00:00:00+00:00,0.0020169999916106462,0.00203000009059906,0.0016070000128820539,0.0016070000128820539,9586,0.0,0.0
2024-05-17 00:00:00+00:00,0.0016070000128820539,0.0019229999743402004,0.0016070000128820539,0.0019209999591112137,7191,0.0,0.0
2024-05-18 00:00:00+00:00,0.0019389999797567725,0.0019389999797567725,0.0016289999475702643,0.00165200000628829,9040,0.0,0.0
2024-05-19 00:00:00+00:00,0.0016410000389441848,0.0016410000389441848,0.0014609999489039183,0.00152299995534122,5646,0.0,0.0
2024-05-20 00:00:00+00:00,0.0015269999857991934,0.001689000055193901,0.0015239999629557133,0.001677999971434474,2087,0.0,0.0
2024-05-21 00:00:00+00:00,0.001677999971434474,0.0017430000007152557,0.001585999969393015,0.0016250000335276127,10992,0.0,0.0
2024-05-22 00:00:00+00:00,0.0016250000335276127,0.0017869999865069985,0.0016199999954551458,0.0016670000040903687,11067,0.0,0.0
2024-05-23 00:00:00+00:00,0.0016670000040903687,0.0016720000421628356,0.0014939999673515558,0.001534000039100647,24827,0.0,0.0
