TIMESTAMP,BCN_CLOSE_PRICE_USD,BCN_OPEN_PRICE_USD,BCN_HIGH_PRICE_USD,BCN_LOW_PRICE_USD
2017-06-03,0.00252,0.0027,0.003,0.002057
2017-06-04,0.002512,0.00252,0.002878,0.002123
2017-06-05,0.00271,0.002512,0.002878,0.002444
2017-06-06,0.002822,0.00271,0.003147,0.00264
2017-06-07,0.002519,0.002822,0.002887,0.002157
2017-06-08,0.002839,0.002519,0.002887,0.002385
2017-06-09,0.002772,0.002839,0.002886,0.0027
2017-06-10,0.002766,0.002772,0.002821,0.0026
2017-06-11,0.002514,0.002766,0.002821,0.002385
2017-06-12,0.002015,0.002514,0.0027,0.0019
2017-06-13,0.002173,0.002015,0.00265,0.0019
2017-06-14,0.001905,0.002173,0.00227,0.001838
2017-06-15,0.001862,0.001905,0.002033,0.001511
2017-06-16,0.001935,0.001862,0.002038,0.001741
2017-06-17,0.002065,0.001935,0.0021,0.001871
2017-06-18,0.001982,0.002065,0.0021,0.0019
2017-06-19,0.002177,0.001982,0.0022,0.001569
2017-06-20,0.002099,0.002177,0.0022,0.002028
2017-06-21,0.001876,0.002099,0.00218,0.001865
2017-06-22,0.001991,0.001876,0.00209,0.00172
2017-06-23,0.001843,0.001991,0.002054,0.001799
2017-06-24,0.001756,0.001843,0.0019,0.001358
2017-06-25,0.001463,0.001756,0.001793,0.0014
2017-06-26,0.00126,0.001463,0.00154,0.001008
2017-06-27,0.0013,0.00126,0.001387,0.0011
2017-06-28,0.001484,0.0013,0.0017,0.001272
2017-06-29,0.001425,0.001484,0.001558,0.001379
2017-06-30,0.001428,0.001425,0.0015,0.00142
2017-07-01,0.003,0.001428,0.009993,0.001386
2017-07-02,0.002172,0.003,0.00325,0.001991
2017-07-03,0.002025,0.002172,0.0024,0.001867
2017-07-04,0.002,0.002025,0.00238,0.001955
2017-07-05,0.00195,0.002,0.002157,0.00187
2017-07-06,0.001905,0.00195,0.002035,0.001832
2017-07-07,0.001765,0.001905,0.001999,0.001716
2017-07-08,0.00162,0.001765,0.0018,0.00155
2017-07-09,0.00157,0.00162,0.001688,0.00154
2017-07-10,0.001518,0.00157,0.001607,0.001501
2017-07-11,0.001518,0.001518,0.001518,0.001518
2017-07-12,0.001606,0.001518,0.001638,0.001207
2017-07-13,0.001371,0.001606,0.0017,0.001333
2017-07-14,0.001283,0.001371,0.001431,0.001241
2017-07-15,0.001143,0.001283,0.001354,0.001119
2017-07-16,0.001105,0.001143,0.001183,0.000805
2017-07-17,0.001355,0.001105,0.001355,0.001014
2017-07-18,0.001322,0.001355,0.001402,0.001183
2017-07-19,0.001245,0.001322,0.001339,0.001223
2017-07-20,0.001322,0.001245,0.001405,0.00089
2017-07-21,0.001317,0.001322,0.001349,0.001255
2017-07-22,0.001344,0.001317,0.001358,0.001307
2017-07-23,0.001301,0.001344,0.001389,0.001251
2017-07-24,0.001345,0.001301,0.001401,0.001266
2017-07-25,0.001214,0.001345,0.001403,0.001135
2017-07-26,0.001174,0.001214,0.001254,0.001135
2017-07-27,0.001246,0.001174,0.001274,0.001002
2017-07-28,0.001255,0.001246,0.001298,0.00101
2017-07-29,0.001163,0.001255,0.001255,0.001102
2017-07-30,0.001196,0.001163,0.001224,0.001108
2017-07-31,0.00117,0.001196,0.001219,0.001125
2017-08-01,0.001169,0.00117,0.00135,0.001018
2017-08-02,0.001081,0.001169,0.0014,0.0009
2017-08-03,0.001075,0.001081,0.001211,0.000956
2017-08-04,0.00124,0.001075,0.001375,0.001062
2017-08-05,0.001322,0.00124,0.001385,0.001184
2017-08-06,0.001295,0.001322,0.001395,0.001295
2017-08-07,0.001469,0.001295,0.002,0.001249
2017-08-08,0.001446,0.001469,0.001737,0.001401
2017-08-09,0.001388,0.001446,0.00145,0.001376
2017-08-10,0.001347,0.001388,0.001432,0.001324
2017-08-11,0.001536,0.001347,0.0016,0.001142
2017-08-12,0.001518,0.001536,0.001695,0.001466
2017-08-13,0.001462,0.001518,0.00156,0.001222
2017-08-14,0.001331,0.001462,0.001496,0.001198
2017-08-15,0.001402,0.001331,0.001543,0.001229
2017-08-16,0.001384,0.001402,0.001466,0.0013
2017-08-17,0.001301,0.001384,0.001389,0.001255
2017-08-18,0.001196,0.001301,0.001329,0.00115
2017-08-19,0.001168,0.001196,0.0013,0.001026
2017-08-20,0.001215,0.001168,0.001294,0.001097
2017-08-21,0.001196,0.001215,0.00125,0.00114
2017-08-22,0.001233,0.001196,0.001264,0.0011
2017-08-23,0.001366,0.001233,0.00144,0.001186
2017-08-24,0.001408,0.001366,0.00151,0.0013
2017-08-25,0.001368,0.001408,0.001515,0.001326
2017-08-26,0.001393,0.001368,0.001439,0.001343
2017-08-27,0.001461,0.001393,0.00159,0.001393
2017-08-28,0.001705,0.001461,0.001705,0.001413
2017-08-29,0.001887,0.001705,0.002033,0.001651
2017-08-30,0.002706,0.001887,0.003185,0.001835
2017-08-31,0.002414,0.002706,0.002814,0.002295
2017-09-01,0.002392,0.002414,0.002496,0.002069
2017-09-02,0.002027,0.002392,0.00244,0.001972
2017-09-03,0.002178,0.002027,0.002261,0.001904
2017-09-04,0.001821,0.002178,0.002185,0.001681
2017-09-05,0.001966,0.001821,0.002,0.00162
2017-09-06,0.002006,0.001966,0.00205,0.00194
2017-09-07,0.001976,0.002006,0.002013,0.001925
2017-09-08,0.001698,0.001976,0.002004,0.0016
2017-09-09,0.001744,0.001698,0.001775,0.001649
2017-09-10,0.001567,0.001744,0.00175,0.0015
2017-09-11,0.001769,0.001567,0.001792,0.001535
2017-09-12,0.001766,0.001769,0.001953,0.001585
2017-09-13,0.00155,0.001766,0.001769,0.001439
2017-09-14,0.001204,0.00155,0.00158,0.00115
2017-09-15,0.001302,0.001204,0.001324,0.0008
2017-09-16,0.00124,0.001302,0.001392,0.001179
2017-09-17,0.001251,0.00124,0.001319,0.001179
2017-09-18,0.001414,0.001251,0.001421,0.00125
2017-09-19,0.001311,0.001414,0.00143,0.0013
2017-09-20,0.001274,0.001311,0.001351,0.00125
2017-09-21,0.001129,0.001274,0.001313,0.001097
2017-09-22,0.00114,0.001129,0.001188,0.001083
2017-09-23,0.001269,0.00114,0.001277,0.001112
2017-09-24,0.001214,0.001269,0.00128,0.001165
2017-09-25,0.001308,0.001214,0.001319,0.001204
2017-09-26,0.001271,0.001308,0.001363,0.00123
2017-09-27,0.001447,0.001271,0.001456,0.001264
2017-09-28,0.001435,0.001447,0.001498,0.00139
2017-09-29,0.001392,0.001435,0.00144,0.001285
2017-09-30,0.001396,0.001392,0.001426,0.001327
2017-10-01,0.001415,0.001396,0.001435,0.00129
2017-10-02,0.001311,0.001415,0.001433,0.001276
2017-10-03,0.001257,0.001311,0.001318,0.00123
2017-10-04,0.001266,0.001257,0.001303,0.001209
2017-10-05,0.00126,0.001266,0.001293,0.0012
2017-10-06,0.001289,0.00126,0.001333,0.001238
2017-10-07,0.001301,0.001289,0.001319,0.001218
2017-10-08,0.001295,0.001301,0.001342,0.001284
2017-10-09,0.001356,0.001295,0.001396,0.001272
2017-10-10,0.001329,0.001356,0.001399,0.0013
2017-10-11,0.00146,0.001329,0.001571,0.001309
2017-10-12,0.001426,0.00146,0.001489,0.001346
2017-10-13,0.001409,0.001426,0.00152,0.00136
2017-10-14,0.001448,0.001409,0.00146,0.001387
2017-10-15,0.001419,0.001448,0.001465,0.001365
2017-10-16,0.001443,0.001419,0.001448,0.00139
2017-10-17,0.001405,0.001443,0.00145,0.00138
2017-10-18,0.001404,0.001405,0.001435,0.001283
2017-10-19,0.00146,0.001404,0.001542,0.001389
2017-10-20,0.001501,0.00146,0.001517,0.001365
2017-10-21,0.001516,0.001501,0.001544,0.001475
2017-10-22,0.001494,0.001516,0.001519,0.00143
2017-10-23,0.001322,0.001494,0.00151,0.001265
2017-10-24,0.001393,0.001322,0.001523,0.00124
2017-10-25,0.001388,0.001393,0.001422,0.001319
2017-10-26,0.001357,0.001388,0.001432,0.001322
2017-10-27,0.001343,0.001357,0.001401,0.001317
2017-10-28,0.001319,0.001343,0.00136,0.001298
2017-10-29,0.001435,0.001319,0.001473,0.001302
2017-10-30,0.001369,0.001435,0.00146,0.00135
2017-10-31,0.00142,0.001369,0.001428,0.00133
2017-11-01,0.001403,0.00142,0.001555,0.00139
2017-11-02,0.001217,0.001403,0.001512,0.00121
2017-11-03,0.001229,0.001217,0.00134,0.001143
2017-11-04,0.001246,0.001229,0.001289,0.001165
2017-11-05,0.001253,0.001246,0.001306,0.001219
2017-11-06,0.001195,0.001253,0.001313,0.001194
2017-11-07,0.001283,0.001195,0.0013,0.001181
2017-11-08,0.001265,0.001283,0.001314,0.0012
