TIMESTAMP,BAAS_OPEN_PRICE_USD,BAAS_HIGH_PRICE_USD,BAAS_LOW_PRICE_USD,BAAS_CLOSE_PRICE_USD,BAAS_VOLUME_USD,BAAS_DIVIDENDS_USD,BAAS_STOCK_SPLITS_USD
2018-08-10 00:00:00+00:00,0.0016659999964758754,0.0016659999964758754,0.0015780000248923898,0.0016029999824240804,20638,0.0,0.0
2018-08-11 00:00:00+00:00,0.0016009999671950936,0.0016670000040903687,0.0015239999629557133,0.001630999962799251,19481,0.0,0.0
2018-08-12 00:00:00+00:00,0.001626000041142106,0.0016560000367462635,0.0015180000336840749,0.0015810000477358699,45423,0.0,0.0
2018-08-13 00:00:00+00:00,0.0015810000477358699,0.0016550000291317701,0.0014309999532997608,0.0014420000370591879,50822,0.0,0.0
2018-08-14 00:00:00+00:00,0.0014410000294446945,0.0015030000358819962,0.001256000017747283,0.0014260000316426158,57273,0.0,0.0
2018-08-15 00:00:00+00:00,0.0014250000240281224,0.0015839999541640282,0.00133200001437217,0.0015079999575391412,84791,0.0,0.0
2018-08-16 00:00:00+00:00,0.0015059999423101544,0.0015480000292882323,0.0011309999972581863,0.0015160000184550881,28439,0.0,0.0
2018-08-17 00:00:00+00:00,0.0015170000260695815,0.0017099999822676182,0.001475999946705997,0.0017099999822676182,20926,0.0,0.0
2018-08-18 00:00:00+00:00,0.0017130000051110983,0.0018279999494552612,0.0015869999770075083,0.001728000002913177,74816,0.0,0.0
2018-08-19 00:00:00+00:00,0.0017290000105276704,0.0017859999788925052,0.0015249999705702066,0.001689000055193901,32900,0.0,0.0
2018-08-20 00:00:00+00:00,0.001686000032350421,0.001762000028975308,0.001408000010997057,0.0015089999651536345,54248,0.0,0.0
2018-08-21 00:00:00+00:00,0.0015069999499246478,0.001588999992236495,0.001088000019080937,0.0013620000099763274,39108,0.0,0.0
2018-08-22 00:00:00+00:00,0.0013620000099763274,0.0016220000106841326,0.0012039999710395932,0.00139999995008111,33613,0.0,0.0
