TIMESTAMP,CTR_OPEN_PRICE_USD,CTR_HIGH_PRICE_USD,CTR_LOW_PRICE_USD,CTR_CLOSE_PRICE_USD,CTR_VOLUME_USD,CTR_DIVIDENDS_USD,CTR_STOCK_SPLITS_USD
2021-09-08 00:00:00+00:00,0.41180598735809326,0.7583209872245789,0.30548301339149475,0.5761629939079285,3096491,0.0,0.0
2021-09-09 00:00:00+00:00,0.4822559952735901,0.5765910148620605,0.24234400689601898,0.2846969962120056,430917,0.0,0.0
2021-09-10 00:00:00+00:00,0.2846820056438446,0.4735719859600067,0.23455600440502167,0.3759469985961914,91244,0.0,0.0
2021-09-11 00:00:00+00:00,0.37599098682403564,0.48377498984336853,0.28471800684928894,0.3277229964733124,0,0.0,0.0
2021-09-12 00:00:00+00:00,0.3276189863681793,0.47991499304771423,0.31817901134490967,0.33639100193977356,61877,0.0,0.0
2021-09-13 00:00:00+00:00,0.3363339900970459,0.3585070073604584,0.25710800290107727,0.30918601155281067,51786,0.0,0.0
2021-09-14 00:00:00+00:00,0.30919700860977173,0.45460501313209534,0.2855699956417084,0.36506199836730957,82538,0.0,0.0
2021-09-15 00:00:00+00:00,0.3651599884033203,0.6513919830322266,0.3625830113887787,0.47972598671913147,349730,0.0,0.0
2021-09-16 00:00:00+00:00,0.479885995388031,0.8286740183830261,0.4273270070552826,0.6405529975891113,1754688,0.0,0.0
2021-09-17 00:00:00+00:00,0.6408489942550659,0.9100490212440491,0.5058820247650146,0.5136690139770508,3501096,0.0,0.0
2021-09-18 00:00:00+00:00,0.5134339928627014,0.5161679983139038,0.43672600388526917,0.441197007894516,1824411,0.0,0.0
2021-09-19 00:00:00+00:00,0.4412370026111603,0.4935219883918762,0.34305301308631897,0.3819740116596222,201088,0.0,0.0
2021-09-20 00:00:00+00:00,0.3812899887561798,0.39083799719810486,0.3141239881515503,0.31700098514556885,101649,0.0,0.0
2021-09-21 00:00:00+00:00,0.31660398840904236,0.3763810098171234,0.304733008146286,0.32754799723625183,83759,0.0,0.0
2021-09-22 00:00:00+00:00,0.32745298743247986,0.45554301142692566,0.32069700956344604,0.42526400089263916,191675,0.0,0.0
2021-09-23 00:00:00+00:00,0.4252620041370392,0.4312629997730255,0.37870699167251587,0.39848798513412476,155552,0.0,0.0
