,MSE,RMSE,MAE,MAPE,R2
0,0.0027404489753549005,0.05234929775417146,0.040488010806598744,0.05438906398230863,0.8514680891524049
1,0.0007085829129142975,0.02661922074205587,0.019301152260676132,0.03045352808744124,0.7593382744707685
2,0.00516794140020584,0.07188839544881942,0.05403290551536633,0.05004711499591599,0.8695976472625028
3,0.004364241533801624,0.06606240635794025,0.04427989108104839,0.04143341974363173,0.7479764863871301
4,0.0016243849651824784,0.04030365945149991,0.028023398832796025,0.02593404595373626,-0.21555767821133398
5,0.0018193630978796582,0.042653992754250546,0.03283572657710624,0.029879752875418646,0.786636442790958
6,0.001509749877222176,0.03885549996103738,0.03045532041909211,0.03541663842077257,0.5910808011062725
7,0.000615352577583827,0.02480630116691779,0.01879535618942127,0.02669414699950491,0.911570046010396
8,0.0022839962715321626,0.047791173573497464,0.036557447838105085,0.04772367505813672,0.6162154531985082
9,0.0005654838787585206,0.023779904935859617,0.01795073637292974,0.022926847996335337,0.7181104903911857
10,0.0007084386035835267,0.02661650998127904,0.020688139955226954,0.02862676015166193,0.8289675519625663
11,0.0010233273535436439,0.03198948817258013,0.023037348708247637,0.04932983752732356,0.8638608395053535
Mean,0.0019276092872968877,0.04114298752499241,0.03053711954638456,0.03690456931601563,0.6941053703355594
