,MSE,RMSE,MAE,MAPE,R2
0,3389682.008269353,1841.1089072266618,1445.7151055194258,0.04076640722209336,0.38262484088229487
1,1129970.8509732033,1063.0008706361455,872.2001989372163,0.025170195912068195,0.8818790288736965
2,2051904.9065220526,1432.4471740773035,1174.346371988678,0.02588339422498406,0.8005504508218908
3,3217486.4677467872,1793.7353393817014,1330.662622106369,0.02941274694802327,0.6625577046174375
4,3960789.0077032144,1990.1731099839567,1576.0364561918968,0.027375018965347983,0.8397652268610314
5,3979730.3956273715,1994.9261629512434,1529.6829038303913,0.025581989397931812,0.6916256802099907
6,2786592.7066331026,1669.3090506653052,1202.7153986050625,0.024647104453080045,0.6078400086050313
7,1284051.1071761886,1133.1597888983656,777.3926938856105,0.019241115027416086,0.8898918218543657
8,3046261.555535573,1745.3542779434704,1214.257826688246,0.029816308780118126,0.5120663053499875
9,1680114.4581975555,1296.192292137843,982.8561438772001,0.023642813402382452,0.7992681880244507
10,1152899.4628448326,1073.7315599556682,857.4656106452887,0.020992491255261758,0.8156235766567959
11,2051223.0701473407,1432.2091572627724,1099.560590364584,0.03456472420377786,0.8375657101699664
Mean,2477558.833114715,1538.7789742600364,1171.9076602199975,0.027257859149373755,0.7267715452439116
